id,month,country,hbt,treatment_location,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,date,year
6589,5,S92000003,S08000020,N433H,Minor Injury Unit or Other,97,NA,z,97,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6590,5,S92000003,S08000020,N434H,Minor Injury Unit or Other,33,NA,z,33,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6591,5,S92000003,S08000020,N451H,Minor Injury Unit or Other,41,NA,z,41,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6592,5,S92000003,S08000020,N494H,Minor Injury Unit or Other,133,NA,z,133,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6593,5,S92000003,S08000031,C206H,Minor Injury Unit or Other,1307,1307,NA,1279,1279,NA,227,NA,0,NA,1019,NA,54,NA,7,NA,0,NA,0,NA,2013-05-01,2013
6594,5,S92000003,S08000031,C313H,Emergency Department,2632,2632,NA,2459,2459,NA,671,NA,1,NA,1836,NA,18,NA,106,NA,1,NA,0,NA,2013-05-01,2013
6595,5,S92000003,S08000031,C418H,Emergency Department,5900,5900,NA,5383,5383,NA,1952,NA,16,NA,3615,NA,123,NA,194,NA,20,NA,0,NA,2013-05-01,2013
6596,5,S92000003,S08000031,G107H,Emergency Department,7321,7321,NA,6614,6614,NA,1799,NA,13,NA,4919,NA,115,NA,475,NA,18,NA,0,NA,2013-05-01,2013
6597,5,S92000003,S08000031,G207H,Minor Injury Unit or Other,1521,1521,NA,1521,1521,NA,4,NA,0,NA,1369,NA,16,NA,132,NA,0,NA,0,NA,2013-05-01,2013
6598,5,S92000003,S08000031,G306H,Minor Injury Unit or Other,1995,1995,NA,1994,1994,NA,0,NA,2,NA,1895,NA,94,NA,4,NA,0,NA,0,NA,2013-05-01,2013
6599,5,S92000003,S08000031,G306H,Emergency Department,5320,5320,NA,4927,4927,NA,1576,NA,9,NA,3320,NA,305,NA,110,NA,20,NA,2,NA,2013-05-01,2013
6600,5,S92000003,S08000031,G405H,Emergency Department,4131,4131,NA,3721,3721,NA,1146,NA,12,NA,2737,NA,174,NA,62,NA,11,NA,0,NA,2013-05-01,2013
6601,5,S92000003,S08000031,G513H,Emergency Department,3946,3946,NA,3832,3832,NA,634,NA,1,NA,3296,NA,0,NA,15,NA,3,NA,0,NA,2013-05-01,2013
6602,5,S92000003,S08000031,G516H,Emergency Department,5112,5112,NA,4486,4486,NA,1735,NA,16,NA,3016,NA,92,NA,253,NA,33,NA,0,NA,2013-05-01,2013
6603,5,S92000003,S08000022,C106H,Minor Injury Unit or Other,593,NA,z,589,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6604,5,S92000003,S08000022,C108H,Minor Injury Unit or Other,111,NA,z,107,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6605,5,S92000003,S08000022,C113H,Minor Injury Unit or Other,343,NA,z,338,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6606,5,S92000003,S08000022,C121H,Emergency Department,575,575,NA,558,558,NA,106,NA,0,NA,449,NA,20,NA,0,NA,0,NA,0,NA,2013-05-01,2013
6607,5,S92000003,S08000022,C122H,Minor Injury Unit or Other,437,NA,z,427,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6608,5,S92000003,S08000022,H101H,Minor Injury Unit or Other,201,NA,z,200,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6609,5,S92000003,S08000022,H103H,Emergency Department,558,558,NA,536,536,NA,170,NA,3,NA,383,NA,2,NA,0,NA,1,NA,0,NA,2013-05-01,2013
6610,5,S92000003,S08000022,H106H,Minor Injury Unit or Other,35,NA,z,35,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6611,5,S92000003,S08000022,H202H,Emergency Department,2767,2767,NA,2670,2670,NA,639,NA,5,NA,2113,NA,10,NA,0,NA,5,NA,0,NA,2013-05-01,2013
6612,5,S92000003,S08000022,H208H,Minor Injury Unit or Other,474,NA,z,474,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6613,5,S92000003,S08000022,H210H,Minor Injury Unit or Other,102,NA,z,102,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6614,5,S92000003,S08000022,H212H,Emergency Department,927,927,NA,864,864,NA,161,NA,1,NA,759,NA,6,NA,0,NA,2,NA,1,NA,2013-05-01,2013
6615,5,S92000003,S08000022,H214H,Minor Injury Unit or Other,398,NA,z,398,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6616,5,S92000003,S08000022,H215H,Minor Injury Unit or Other,282,NA,z,282,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6617,5,S92000003,S08000022,H217H,Minor Injury Unit or Other,192,NA,z,192,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6618,5,S92000003,S08000022,H219H,Minor Injury Unit or Other,146,NA,z,146,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6619,5,S92000003,S08000022,H224H,Minor Injury Unit or Other,330,NA,z,322,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6620,5,S92000003,S08000022,H227B,Minor Injury Unit or Other,160,NA,z,160,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6621,5,S92000003,S08000022,H227H,Minor Injury Unit or Other,68,NA,z,67,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6622,5,S92000003,S08000032,L106H,Emergency Department,5982,5982,NA,5589,5589,NA,1684,NA,2,NA,4003,NA,163,NA,130,NA,13,NA,0,NA,2013-05-01,2013
6623,5,S92000003,S08000032,L206H,Minor Injury Unit or Other,56,NA,z,56,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6624,5,S92000003,S08000032,L207H,Minor Injury Unit or Other,107,NA,z,107,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6625,5,S92000003,S08000032,L302H,Emergency Department,4817,4817,NA,4465,4465,NA,1310,NA,6,NA,3335,NA,157,NA,9,NA,35,NA,3,NA,2013-05-01,2013
6626,5,S92000003,S08000032,L308H,Emergency Department,5497,5497,NA,4857,4857,NA,1040,NA,8,NA,4081,NA,226,NA,142,NA,23,NA,0,NA,2013-05-01,2013
6627,5,S92000003,S08000024,S108H,Minor Injury Unit or Other,136,NA,z,136,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6628,5,S92000003,S08000024,S116H,Minor Injury Unit or Other,3532,3532,NA,3369,3369,NA,1138,NA,2,NA,2364,NA,28,NA,0,NA,5,NA,0,NA,2013-05-01,2013
6629,5,S92000003,S08000024,S308H,Emergency Department,4472,4472,NA,4348,4348,NA,979,NA,6,NA,3373,NA,114,NA,0,NA,4,NA,0,NA,2013-05-01,2013
6630,5,S92000003,S08000024,S314H,Emergency Department,9591,9591,NA,8849,8849,NA,2907,NA,18,NA,6443,NA,223,NA,0,NA,41,NA,1,NA,2013-05-01,2013
6631,5,S92000003,S08000024,S319H,Emergency Department,3808,3808,NA,3744,3744,NA,482,NA,0,NA,3326,NA,0,NA,0,NA,0,NA,0,NA,2013-05-01,2013
6632,5,S92000003,S08000025,R103H,Minor Injury Unit or Other,332,332,NA,325,325,NA,0,NA,0,NA,330,NA,0,NA,2,NA,1,NA,0,NA,2013-05-01,2013
6633,5,S92000003,S08000026,Z102H,Emergency Department,706,706,NA,690,690,NA,159,NA,0,NA,508,NA,8,NA,31,NA,0,NA,0,NA,2013-05-01,2013
6634,5,S92000003,S08000030,T101H,Emergency Department,4088,4088,NA,4052,4052,NA,855,NA,10,NA,2984,NA,238,NA,1,NA,0,NA,0,NA,2013-05-01,2013
6635,5,S92000003,S08000030,T202H,Emergency Department,2201,2201,NA,2181,2181,NA,311,NA,0,NA,1501,NA,336,NA,53,NA,0,NA,0,NA,2013-05-01,2013
6636,5,S92000003,S08000030,T205H,Minor Injury Unit or Other,35,35,NA,35,35,NA,0,NA,0,NA,32,NA,3,NA,0,NA,0,NA,0,NA,2013-05-01,2013
6637,5,S92000003,S08000030,T207H,Minor Injury Unit or Other,5,5,NA,5,5,NA,0,NA,0,NA,2,NA,0,NA,3,NA,0,NA,0,NA,2013-05-01,2013
6638,5,S92000003,S08000030,T209H,Minor Injury Unit or Other,322,322,NA,322,322,NA,0,NA,0,NA,304,NA,17,NA,1,NA,0,NA,0,NA,2013-05-01,2013
6639,5,S92000003,S08000030,T304H,Minor Injury Unit or Other,1351,1351,NA,1351,1351,NA,0,NA,1,NA,1250,NA,95,NA,5,NA,0,NA,0,NA,2013-05-01,2013
6640,5,S92000003,S08000030,T305H,Minor Injury Unit or Other,332,332,NA,331,331,NA,0,NA,0,NA,306,NA,25,NA,1,NA,0,NA,0,NA,2013-05-01,2013
6641,5,S92000003,S08000030,T316H,Minor Injury Unit or Other,145,145,NA,145,145,NA,0,NA,0,NA,136,NA,5,NA,4,NA,0,NA,0,NA,2013-05-01,2013
6642,5,S92000003,S08000030,T319H,Minor Injury Unit or Other,658,658,NA,658,658,NA,0,NA,1,NA,631,NA,26,NA,0,NA,0,NA,0,NA,2013-05-01,2013
6643,5,S92000003,S08000030,T320H,Minor Injury Unit or Other,202,202,NA,202,202,NA,0,NA,0,NA,187,NA,14,NA,1,NA,0,NA,0,NA,2013-05-01,2013
6644,5,S92000003,S08000030,T357C,Minor Injury Unit or Other,584,584,NA,583,583,NA,0,NA,0,NA,537,NA,45,NA,2,NA,0,NA,0,NA,2013-05-01,2013
6645,5,S92000003,S08000028,W106H,Minor Injury Unit or Other,60,NA,z,60,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6646,5,S92000003,S08000028,W107H,Emergency Department,549,549,NA,545,545,NA,133,NA,0,NA,407,NA,8,NA,1,NA,0,NA,0,NA,2013-05-01,2013
6647,5,S92000003,S08000028,W108H,Minor Injury Unit or Other,83,NA,z,83,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-05-01,2013
6648,6,S92000003,S08000015,A101H,Minor Injury Unit or Other,294,NA,z,294,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6649,6,S92000003,S08000015,A110H,Minor Injury Unit or Other,72,NA,z,72,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6650,6,S92000003,S08000015,A111H,Emergency Department,6084,6084,NA,5790,5790,NA,2288,NA,8,NA,3481,NA,103,NA,204,NA,5,NA,0,NA,2013-06-01,2013
6651,6,S92000003,S08000015,A210H,Emergency Department,3794,3794,NA,3342,3342,NA,1274,NA,6,NA,2330,NA,125,NA,59,NA,45,NA,14,NA,2013-06-01,2013
6652,6,S92000003,S08000015,A216H,Minor Injury Unit or Other,92,NA,z,92,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6653,6,S92000003,S08000016,B103H,Minor Injury Unit or Other,13,NA,z,13,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6654,6,S92000003,S08000016,B105H,Minor Injury Unit or Other,137,NA,z,137,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6655,6,S92000003,S08000016,B114H,Minor Injury Unit or Other,23,NA,z,23,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6656,6,S92000003,S08000016,B118H,Minor Injury Unit or Other,54,NA,z,54,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6657,6,S92000003,S08000016,B120H,Emergency Department,1972,1972,NA,1957,1957,NA,646,NA,2,NA,1018,NA,282,NA,24,NA,0,NA,0,NA,2013-06-01,2013
6658,6,S92000003,S08000017,Y101H,Minor Injury Unit or Other,35,NA,z,35,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6659,6,S92000003,S08000017,Y106H,Minor Injury Unit or Other,30,NA,z,30,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6660,6,S92000003,S08000017,Y110H,Minor Injury Unit or Other,32,32,NA,32,32,NA,0,NA,0,NA,26,NA,6,NA,0,NA,0,NA,0,NA,2013-06-01,2013
6661,6,S92000003,S08000017,Y144H,Emergency Department,1044,1044,NA,1027,1027,NA,97,NA,2,NA,867,NA,78,NA,0,NA,4,NA,0,NA,2013-06-01,2013
6662,6,S92000003,S08000017,Y146H,Emergency Department,2960,2960,NA,2826,2826,NA,922,NA,6,NA,1941,NA,91,NA,0,NA,0,NA,0,NA,2013-06-01,2013
6663,6,S92000003,S08000029,F704H,Emergency Department,5373,5373,NA,5134,5134,NA,1357,NA,10,NA,3743,NA,121,NA,142,NA,17,NA,0,NA,2013-06-01,2013
6664,6,S92000003,S08000029,F708H,Minor Injury Unit or Other,138,NA,z,138,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6665,6,S92000003,S08000029,F709H,Minor Injury Unit or Other,386,NA,z,386,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6666,6,S92000003,S08000029,F805H,Minor Injury Unit or Other,1668,1668,NA,1641,1641,NA,8,NA,0,NA,1446,NA,201,NA,13,NA,0,NA,0,NA,2013-06-01,2013
6667,6,S92000003,S08000019,V201H,Minor Injury Unit or Other,1354,1354,NA,1351,1351,NA,2,NA,0,NA,295,NA,64,NA,993,NA,0,NA,0,NA,2013-06-01,2013
6668,6,S92000003,S08000019,V217H,Emergency Department,5411,5411,NA,5049,5049,NA,1326,NA,7,NA,1756,NA,36,NA,2286,NA,19,NA,2,NA,2013-06-01,2013
6669,6,S92000003,S08000020,N101H,Emergency Department,5209,5209,NA,5077,5077,NA,1339,NA,17,NA,3355,NA,27,NA,471,NA,2,NA,0,NA,2013-06-01,2013
6670,6,S92000003,S08000020,N121H,Emergency Department,1754,1754,NA,1742,1742,NA,332,NA,0,NA,1411,NA,11,NA,0,NA,0,NA,0,NA,2013-06-01,2013
6671,6,S92000003,S08000020,N151H,Minor Injury Unit or Other,107,NA,z,107,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6672,6,S92000003,S08000020,N331H,Minor Injury Unit or Other,19,NA,z,19,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6673,6,S92000003,S08000020,N332H,Minor Injury Unit or Other,65,NA,z,65,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6674,6,S92000003,S08000020,N333H,Minor Injury Unit or Other,1450,NA,z,1446,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6675,6,S92000003,S08000020,N334H,Minor Injury Unit or Other,898,NA,z,896,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6676,6,S92000003,S08000020,N335H,Minor Injury Unit or Other,313,NA,z,313,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6677,6,S92000003,S08000020,N336H,Minor Injury Unit or Other,213,NA,z,213,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6678,6,S92000003,S08000020,N337H,Minor Injury Unit or Other,346,NA,z,340,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6679,6,S92000003,S08000020,N411H,Emergency Department,2143,2143,NA,2084,2084,NA,442,NA,1,NA,1665,NA,26,NA,9,NA,2,NA,0,NA,2013-06-01,2013
6680,6,S92000003,S08000020,N431H,Minor Injury Unit or Other,70,NA,z,70,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6681,6,S92000003,S08000020,N432H,Minor Injury Unit or Other,46,NA,z,46,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6682,6,S92000003,S08000020,N433H,Minor Injury Unit or Other,62,NA,z,62,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6683,6,S92000003,S08000020,N434H,Minor Injury Unit or Other,30,NA,z,30,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6684,6,S92000003,S08000020,N451H,Minor Injury Unit or Other,38,NA,z,38,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6685,6,S92000003,S08000020,N494H,Minor Injury Unit or Other,100,NA,z,100,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6686,6,S92000003,S08000031,C206H,Minor Injury Unit or Other,1303,1303,NA,1282,1282,NA,226,NA,2,NA,1015,NA,50,NA,10,NA,0,NA,0,NA,2013-06-01,2013
6687,6,S92000003,S08000031,C313H,Emergency Department,2685,2685,NA,2491,2491,NA,687,NA,4,NA,1787,NA,16,NA,191,NA,6,NA,0,NA,2013-06-01,2013
6688,6,S92000003,S08000031,C418H,Emergency Department,5880,5880,NA,5434,5434,NA,1817,NA,19,NA,3800,NA,112,NA,132,NA,11,NA,0,NA,2013-06-01,2013
6689,6,S92000003,S08000031,G107H,Emergency Department,7086,7086,NA,5980,5980,NA,2327,NA,24,NA,4074,NA,68,NA,593,NA,17,NA,0,NA,2013-06-01,2013
6690,6,S92000003,S08000031,G207H,Minor Injury Unit or Other,1530,1530,NA,1530,1530,NA,1,NA,0,NA,1431,NA,72,NA,26,NA,0,NA,0,NA,2013-06-01,2013
6691,6,S92000003,S08000031,G306H,Minor Injury Unit or Other,2063,2063,NA,2063,2063,NA,1,NA,0,NA,1946,NA,105,NA,11,NA,0,NA,0,NA,2013-06-01,2013
6692,6,S92000003,S08000031,G306H,Emergency Department,5100,5100,NA,4844,4844,NA,1472,NA,13,NA,3206,NA,285,NA,124,NA,2,NA,0,NA,2013-06-01,2013
6693,6,S92000003,S08000031,G405H,Emergency Department,4029,4029,NA,3757,3757,NA,1137,NA,12,NA,2666,NA,132,NA,82,NA,4,NA,0,NA,2013-06-01,2013
6694,6,S92000003,S08000031,G513H,Emergency Department,3899,3899,NA,3811,3811,NA,1104,NA,1,NA,2783,NA,1,NA,10,NA,0,NA,0,NA,2013-06-01,2013
6695,6,S92000003,S08000031,G516H,Emergency Department,4981,4981,NA,4179,4179,NA,1701,NA,14,NA,2981,NA,121,NA,164,NA,35,NA,0,NA,2013-06-01,2013
6696,6,S92000003,S08000022,C106H,Minor Injury Unit or Other,644,NA,z,644,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6697,6,S92000003,S08000022,C108H,Minor Injury Unit or Other,77,NA,z,76,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6698,6,S92000003,S08000022,C113H,Minor Injury Unit or Other,365,NA,z,362,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6699,6,S92000003,S08000022,C121H,Emergency Department,573,573,NA,565,565,NA,112,NA,0,NA,450,NA,11,NA,0,NA,0,NA,0,NA,2013-06-01,2013
6700,6,S92000003,S08000022,C122H,Minor Injury Unit or Other,485,NA,z,483,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6701,6,S92000003,S08000022,H101H,Minor Injury Unit or Other,206,NA,z,204,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6702,6,S92000003,S08000022,H103H,Emergency Department,571,571,NA,547,547,NA,171,NA,0,NA,396,NA,4,NA,0,NA,1,NA,0,NA,2013-06-01,2013
6703,6,S92000003,S08000022,H106H,Minor Injury Unit or Other,26,NA,z,26,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6704,6,S92000003,S08000022,H202H,Emergency Department,2705,2705,NA,2614,2614,NA,558,NA,10,NA,2129,NA,8,NA,0,NA,3,NA,0,NA,2013-06-01,2013
6705,6,S92000003,S08000022,H208H,Minor Injury Unit or Other,494,NA,z,494,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6706,6,S92000003,S08000022,H210H,Minor Injury Unit or Other,121,NA,z,121,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6707,6,S92000003,S08000022,H212H,Emergency Department,894,894,NA,861,861,NA,111,NA,1,NA,779,NA,3,NA,0,NA,1,NA,0,NA,2013-06-01,2013
6708,6,S92000003,S08000022,H214H,Minor Injury Unit or Other,476,NA,z,476,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6709,6,S92000003,S08000022,H215H,Minor Injury Unit or Other,279,NA,z,279,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6710,6,S92000003,S08000022,H217H,Minor Injury Unit or Other,149,NA,z,149,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6711,6,S92000003,S08000022,H219H,Minor Injury Unit or Other,188,NA,z,188,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6712,6,S92000003,S08000022,H224H,Minor Injury Unit or Other,311,NA,z,304,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6713,6,S92000003,S08000022,H227B,Minor Injury Unit or Other,152,NA,z,152,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6714,6,S92000003,S08000022,H227H,Minor Injury Unit or Other,65,NA,z,64,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6715,6,S92000003,S08000032,L106H,Emergency Department,5700,5700,NA,5338,5338,NA,1511,NA,9,NA,3863,NA,180,NA,137,NA,19,NA,1,NA,2013-06-01,2013
6716,6,S92000003,S08000032,L206H,Minor Injury Unit or Other,68,NA,z,68,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6717,6,S92000003,S08000032,L207H,Minor Injury Unit or Other,99,NA,z,99,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6718,6,S92000003,S08000032,L302H,Emergency Department,4946,4946,NA,4686,4686,NA,1282,NA,7,NA,3488,NA,161,NA,8,NA,15,NA,0,NA,2013-06-01,2013
6719,6,S92000003,S08000032,L308H,Emergency Department,5380,5380,NA,4797,4797,NA,972,NA,9,NA,4074,NA,208,NA,117,NA,40,NA,5,NA,2013-06-01,2013
6720,6,S92000003,S08000024,S108H,Minor Injury Unit or Other,128,NA,z,128,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
6721,6,S92000003,S08000024,S116H,Minor Injury Unit or Other,3407,3407,NA,3207,3207,NA,1054,NA,2,NA,2319,NA,32,NA,0,NA,20,NA,0,NA,2013-06-01,2013
6722,6,S92000003,S08000024,S308H,Emergency Department,4445,4445,NA,4355,4355,NA,992,NA,4,NA,3347,NA,102,NA,0,NA,0,NA,0,NA,2013-06-01,2013
6723,6,S92000003,S08000024,S314H,Emergency Department,9200,9200,NA,8389,8389,NA,2785,NA,18,NA,6142,NA,255,NA,0,NA,44,NA,2,NA,2013-06-01,2013
6724,6,S92000003,S08000024,S319H,Emergency Department,3696,3696,NA,3671,3671,NA,439,NA,0,NA,3257,NA,0,NA,0,NA,0,NA,0,NA,2013-06-01,2013
6725,6,S92000003,S08000025,R103H,Minor Injury Unit or Other,332,332,NA,326,326,NA,0,NA,0,NA,325,NA,1,NA,6,NA,0,NA,0,NA,2013-06-01,2013
6726,6,S92000003,S08000026,Z102H,Emergency Department,747,747,NA,740,740,NA,162,NA,0,NA,560,NA,2,NA,23,NA,0,NA,0,NA,2013-06-01,2013
6727,6,S92000003,S08000030,T101H,Emergency Department,4126,4126,NA,4065,4065,NA,867,NA,14,NA,2975,NA,264,NA,6,NA,0,NA,0,NA,2013-06-01,2013
6728,6,S92000003,S08000030,T202H,Emergency Department,2159,2159,NA,2143,2143,NA,304,NA,0,NA,1483,NA,322,NA,50,NA,0,NA,0,NA,2013-06-01,2013
6729,6,S92000003,S08000030,T205H,Minor Injury Unit or Other,40,40,NA,40,40,NA,0,NA,0,NA,38,NA,2,NA,0,NA,0,NA,0,NA,2013-06-01,2013
6730,6,S92000003,S08000030,T207H,Minor Injury Unit or Other,9,9,NA,9,9,NA,0,NA,0,NA,4,NA,0,NA,5,NA,0,NA,0,NA,2013-06-01,2013
6731,6,S92000003,S08000030,T209H,Minor Injury Unit or Other,290,290,NA,290,290,NA,0,NA,0,NA,270,NA,19,NA,1,NA,0,NA,0,NA,2013-06-01,2013
6732,6,S92000003,S08000030,T304H,Minor Injury Unit or Other,1257,1257,NA,1257,1257,NA,0,NA,0,NA,1171,NA,80,NA,6,NA,0,NA,0,NA,2013-06-01,2013
6733,6,S92000003,S08000030,T305H,Minor Injury Unit or Other,339,339,NA,339,339,NA,0,NA,1,NA,318,NA,20,NA,0,NA,0,NA,0,NA,2013-06-01,2013
6734,6,S92000003,S08000030,T316H,Minor Injury Unit or Other,191,191,NA,191,191,NA,0,NA,0,NA,176,NA,12,NA,3,NA,0,NA,0,NA,2013-06-01,2013
6735,6,S92000003,S08000030,T319H,Minor Injury Unit or Other,650,650,NA,650,650,NA,0,NA,0,NA,616,NA,33,NA,1,NA,0,NA,0,NA,2013-06-01,2013
6736,6,S92000003,S08000030,T320H,Minor Injury Unit or Other,212,212,NA,212,212,NA,0,NA,0,NA,199,NA,12,NA,1,NA,0,NA,0,NA,2013-06-01,2013
6737,6,S92000003,S08000030,T357C,Minor Injury Unit or Other,547,547,NA,547,547,NA,0,NA,1,NA,512,NA,32,NA,2,NA,0,NA,0,NA,2013-06-01,2013
6738,6,S92000003,S08000028,W106H,Minor Injury Unit or Other,43,NA,z,43,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2013-06-01,2013
