quarter,quarter_qf,hb,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beds,all_staffed_beds_qf,total_occupied_beds,total_occupied_beds_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,q,date
Q3,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,4956,NA,3436,NA,53.869565217391305,NA,37.34782608695652,NA,69.33010492332527,NA,Q3,2017-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,4965,NA,3484,NA,53.96739130434783,NA,37.869565217391305,NA,70.17119838872105,NA,Q4,2017-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,4824,NA,3261,NA,53.6,NA,36.233333333333334,NA,67.59950248756219,NA,Q1,2018-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,4894,NA,3413,NA,53.78021978021978,NA,37.505494505494504,NA,69.73845525132816,NA,Q2,2018-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,4982,NA,3530,NA,54.15217391304348,NA,38.369565217391305,NA,70.85507828181453,NA,Q3,2018-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,4947,NA,3408,NA,53.77173913043478,NA,37.04347826086956,NA,68.89023650697392,NA,Q4,2018-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,5713,NA,3457,NA,63.477777777777774,NA,38.41111111111111,NA,60.51111500087521,NA,Q1,2019-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,5474,NA,3584,NA,60.15384615384615,NA,39.38461538461539,NA,65.47314578005115,NA,Q2,2019-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,5571,NA,3738,NA,60.55434782608695,NA,40.630434782608695,NA,67.0974690360797,NA,Q3,2019-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,5376,NA,3232,NA,58.43478260869565,NA,35.130434782608695,NA,60.11904761904763,NA,Q4,2019-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,5427,NA,3096,NA,59.637362637362635,NA,34.02197802197802,NA,57.0480928689884,NA,Q1,2020-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,5386,NA,2466,NA,59.18681318681319,NA,27.0989010989011,NA,45.78536947642034,NA,Q2,2020-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,5403,NA,2906,NA,58.72826086956522,NA,31.58695652173913,NA,53.78493429576161,NA,Q3,2020-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,5587,NA,3206,NA,60.72826086956522,NA,34.84782608695652,NA,57.38321102559514,NA,Q4,2020-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,5450,NA,3139,NA,60.55555555555556,NA,34.87777777777778,NA,57.59633027522936,NA,Q1,2021-01-01
Q2,p,Lanarkshire,NA,S08000032,d,F3,NA,Obstetrics,NA,5664,NA,3260,NA,62.24175824175824,NA,35.824175824175825,NA,57.55649717514124,NA,Q2,2021-04-01
Q2,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,185,NA,185,NA,2.032967032967033,NA,2.032967032967033,NA,100,NA,Q2,2016-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,159,NA,159,NA,1.7282608695652173,NA,1.7282608695652173,NA,100,NA,Q3,2016-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,51,NA,51,NA,0.5543478260869565,NA,0.5543478260869565,NA,100,NA,Q4,2016-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,80,NA,80,NA,0.8888888888888888,NA,0.8888888888888888,NA,100,NA,Q1,2017-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,114,NA,114,NA,1.2527472527472527,NA,1.2527472527472527,NA,100,NA,Q2,2017-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,62,NA,62,NA,0.6739130434782609,NA,0.6739130434782609,NA,100,NA,Q3,2017-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,125,NA,125,NA,1.358695652173913,NA,1.358695652173913,NA,100,NA,Q4,2017-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,127,NA,127,NA,1.4111111111111112,NA,1.4111111111111112,NA,100,NA,Q1,2018-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,85,NA,85,NA,0.934065934065934,NA,0.934065934065934,NA,100,NA,Q2,2018-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,109,NA,109,NA,1.184782608695652,NA,1.184782608695652,NA,100,NA,Q3,2018-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,67,NA,67,NA,0.7282608695652174,NA,0.7282608695652174,NA,100,NA,Q4,2018-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,113,NA,113,NA,1.2555555555555555,NA,1.2555555555555555,NA,100,NA,Q1,2019-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,82,NA,82,NA,0.9010989010989012,NA,0.9010989010989012,NA,100,NA,Q2,2019-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,93,NA,93,NA,1.0108695652173914,NA,1.0108695652173914,NA,100,NA,Q3,2019-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,127,NA,127,NA,1.3804347826086956,NA,1.3804347826086956,NA,100,NA,Q4,2019-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,70,NA,70,NA,0.7692307692307693,NA,0.7692307692307693,NA,100,NA,Q1,2020-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,22,NA,22,NA,0.24175824175824176,NA,0.24175824175824176,NA,100,NA,Q2,2020-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,56,NA,56,NA,0.6086956521739131,NA,0.6086956521739131,NA,100,NA,Q3,2020-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,63,NA,63,NA,0.6847826086956522,NA,0.6847826086956522,NA,100,NA,Q4,2020-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,42,NA,42,NA,0.4666666666666667,NA,0.4666666666666667,NA,100,NA,Q1,2021-01-01
Q2,p,Lanarkshire,NA,S08000032,d,C7,NA,Ophthalmology,NA,80,NA,80,NA,0.8791208791208791,NA,0.8791208791208791,NA,100,NA,Q2,2021-04-01
Q1,NA,Lanarkshire,NA,S08000032,d,NA,z,Other Grouping,d,2,NA,2,NA,0.02222222222222222,NA,0.02222222222222222,NA,100,NA,Q1,2018-01-01
Q1,NA,Lanarkshire,NA,S08000032,d,NA,z,Other Grouping,d,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA,Q1,2020-01-01
Q2,p,Lanarkshire,NA,S08000032,d,NA,z,Other Grouping,d,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA,Q2,2021-04-01
Q2,NA,Lanarkshire,NA,S08000032,d,CA,NA,Paediatric Surgery,NA,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA,Q2,2016-04-01
Q2,NA,Lanarkshire,NA,S08000032,d,CA,NA,Paediatric Surgery,NA,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA,Q2,2019-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,CA,NA,Paediatric Surgery,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA,Q3,2019-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,CA,NA,Paediatric Surgery,NA,2,NA,2,NA,0.0217391304347826,NA,0.0217391304347826,NA,100,NA,Q4,2019-10-01
Q2,p,Lanarkshire,NA,S08000032,d,CA,NA,Paediatric Surgery,NA,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA,Q2,2021-04-01
Q2,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6171,NA,3370,NA,67.81318681318682,NA,37.03296703296704,NA,54.61027386161076,NA,Q2,2016-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6229,NA,3350,NA,67.70652173913044,NA,36.41304347826087,NA,53.78070316262642,NA,Q3,2016-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6287,NA,3674,NA,68.33695652173913,NA,39.93478260869565,NA,58.43804676316208,NA,Q4,2016-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6091,NA,3017,NA,67.67777777777778,NA,33.522222222222226,NA,49.53209653587261,NA,Q1,2017-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6143,NA,2970,NA,67.50549450549451,NA,32.637362637362635,NA,48.347712843887344,NA,Q2,2017-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6232,NA,2528,NA,67.73913043478261,NA,27.47826086956522,NA,40.564826700898585,NA,Q3,2017-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6289,NA,3120,NA,68.3586956521739,NA,33.91304347826087,NA,49.61043091111465,NA,Q4,2017-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6120,NA,2656,NA,68,NA,29.511111111111113,NA,43.39869281045752,NA,Q1,2018-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6149,NA,2081,NA,67.57142857142857,NA,22.86813186813187,NA,33.84290128476175,NA,Q2,2018-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6267,NA,1995,NA,68.1195652173913,NA,21.684782608695652,NA,31.833413116323605,NA,Q3,2018-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6270,NA,2482,NA,68.15217391304348,NA,26.97826086956522,NA,39.58532695374801,NA,Q4,2018-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6131,NA,2544,NA,68.12222222222222,NA,28.266666666666666,NA,41.49404664818137,NA,Q1,2019-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,6186,NA,2912,NA,67.97802197802197,NA,32,NA,47.07403815066279,NA,Q2,2019-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,5516,NA,2159,NA,59.95652173913044,NA,23.467391304347824,NA,39.140681653372006,NA,Q3,2019-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,5532,NA,2447,NA,60.130434782608695,NA,26.597826086956523,NA,44.233550253073034,NA,Q4,2019-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,5599,NA,2030,NA,61.527472527472526,NA,22.307692307692307,NA,36.25647437042329,NA,Q1,2020-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,5524,NA,1132,NA,60.7032967032967,NA,12.43956043956044,NA,20.492396813902968,NA,Q2,2020-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,5540,NA,1602,NA,60.21739130434783,NA,17.41304347826087,NA,28.91696750902527,NA,Q3,2020-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,5464,NA,1791,NA,59.391304347826086,NA,19.467391304347824,NA,32.77818448023426,NA,Q4,2020-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,5220,NA,1757,NA,58,NA,19.522222222222226,NA,33.65900383141762,NA,Q1,2021-01-01
Q2,p,Lanarkshire,NA,S08000032,d,AF,NA,Paediatrics,NA,5378,NA,2224,NA,59.0989010989011,NA,24.43956043956044,NA,41.35366307177389,NA,Q2,2021-04-01
Q2,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6172,NA,3371,NA,67.82417582417582,NA,37.04395604395605,NA,54.617627997407645,NA,Q2,2016-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6229,NA,3350,NA,67.70652173913044,NA,36.41304347826087,NA,53.78070316262642,NA,Q3,2016-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6287,NA,3674,NA,68.33695652173913,NA,39.93478260869565,NA,58.43804676316208,NA,Q4,2016-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6091,NA,3017,NA,67.67777777777778,NA,33.522222222222226,NA,49.53209653587261,NA,Q1,2017-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6143,NA,2970,NA,67.50549450549451,NA,32.637362637362635,NA,48.347712843887344,NA,Q2,2017-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6232,NA,2528,NA,67.73913043478261,NA,27.47826086956522,NA,40.564826700898585,NA,Q3,2017-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6289,NA,3120,NA,68.3586956521739,NA,33.91304347826087,NA,49.61043091111465,NA,Q4,2017-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6120,NA,2656,NA,68,NA,29.511111111111113,NA,43.39869281045752,NA,Q1,2018-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6149,NA,2081,NA,67.57142857142857,NA,22.86813186813187,NA,33.84290128476175,NA,Q2,2018-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6267,NA,1995,NA,68.1195652173913,NA,21.684782608695652,NA,31.833413116323605,NA,Q3,2018-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6270,NA,2482,NA,68.15217391304348,NA,26.97826086956522,NA,39.58532695374801,NA,Q4,2018-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6131,NA,2544,NA,68.12222222222222,NA,28.266666666666666,NA,41.49404664818137,NA,Q1,2019-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,6187,NA,2913,NA,67.98901098901099,NA,32.010989010989015,NA,47.08259253272992,NA,Q2,2019-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,5517,NA,2160,NA,59.96739130434783,NA,23.47826086956522,NA,39.151712887438826,NA,Q3,2019-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,5534,NA,2449,NA,60.15217391304348,NA,26.619565217391305,NA,44.253704372967114,NA,Q4,2019-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,5599,NA,2030,NA,61.527472527472526,NA,22.307692307692307,NA,36.25647437042329,NA,Q1,2020-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,5524,NA,1132,NA,60.7032967032967,NA,12.43956043956044,NA,20.492396813902968,NA,Q2,2020-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,5540,NA,1602,NA,60.21739130434783,NA,17.41304347826087,NA,28.91696750902527,NA,Q3,2020-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,5464,NA,1791,NA,59.391304347826086,NA,19.467391304347824,NA,32.77818448023426,NA,Q4,2020-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,5220,NA,1757,NA,58,NA,19.522222222222226,NA,33.65900383141762,NA,Q1,2021-01-01
Q2,p,Lanarkshire,NA,S08000032,d,NA,z,Paediatrics Grouping,d,5379,NA,2225,NA,59.10989010989011,NA,24.45054945054945,NA,41.3645659044432,NA,Q2,2021-04-01
Q2,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4391,NA,3583,NA,48.252747252747255,NA,39.37362637362637,NA,81.59872466408562,NA,Q2,2016-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4441,NA,3622,NA,48.27173913043478,NA,39.369565217391305,NA,81.55820761089845,NA,Q3,2016-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4441,NA,3622,NA,48.27173913043478,NA,39.369565217391305,NA,81.55820761089845,NA,Q4,2016-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4343,NA,3544,NA,48.25555555555555,NA,39.37777777777778,NA,81.60257886253743,NA,Q1,2017-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4391,NA,3583,NA,48.252747252747255,NA,39.37362637362637,NA,81.59872466408562,NA,Q2,2017-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4441,NA,3622,NA,48.27173913043478,NA,39.369565217391305,NA,81.55820761089845,NA,Q3,2017-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4441,NA,3622,NA,48.27173913043478,NA,39.369565217391305,NA,81.55820761089845,NA,Q4,2017-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4343,NA,3544,NA,48.25555555555555,NA,39.37777777777778,NA,81.60257886253743,NA,Q1,2018-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4391,NA,3583,NA,48.252747252747255,NA,39.37362637362637,NA,81.59872466408562,NA,Q2,2018-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4441,NA,3622,NA,48.27173913043478,NA,39.369565217391305,NA,81.55820761089845,NA,Q3,2018-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AM,NA,Palliative Medicine,NA,4441,NA,3622,NA,48.27173913043478,NA,39.369565217391305,NA,81.55820761089845,NA,Q4,2018-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,R5,NA,Physiotherapy,NA,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA,Q1,2020-01-01
Q2,p,Lanarkshire,NA,S08000032,d,R5,NA,Physiotherapy,NA,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA,Q2,2021-04-01
Q1,NA,Lanarkshire,NA,S08000032,d,C9,NA,Plastic Surgery,NA,10,NA,10,NA,0.1111111111111111,NA,0.1111111111111111,NA,100,NA,Q1,2018-01-01
Q4,NA,Lanarkshire,NA,S08000032,d,C9,NA,Plastic Surgery,NA,3,NA,3,NA,0.03260869565217391,NA,0.03260869565217391,NA,100,NA,Q4,2018-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,C9,NA,Plastic Surgery,NA,4,NA,4,NA,0.04444444444444444,NA,0.04444444444444444,NA,100,NA,Q1,2019-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,C9,NA,Plastic Surgery,NA,13,NA,13,NA,0.14285714285714285,NA,0.14285714285714285,NA,100,NA,Q2,2019-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,C9,NA,Plastic Surgery,NA,4,NA,4,NA,0.04347826086956521,NA,0.04347826086956521,NA,100,NA,Q3,2019-07-01
Q2,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,25351,NA,14914,NA,278.5824175824176,NA,163.8901098901099,NA,58.83002642893772,NA,Q2,2016-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,25114,NA,15115,NA,272.9782608695652,NA,164.29347826086956,NA,60.18555387433304,NA,Q3,2016-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,25292,NA,14576,NA,274.9130434782609,NA,158.43478260869566,NA,57.63087142179345,NA,Q4,2016-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,23629,NA,14189,NA,262.5444444444444,NA,157.65555555555557,NA,60.04909221719075,NA,Q1,2017-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,23378,NA,13337,NA,256.9010989010989,NA,146.56043956043956,NA,57.04936264864402,NA,Q2,2017-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22471,NA,13150,NA,244.25,NA,142.93478260869566,NA,58.519870054737225,NA,Q3,2017-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,21656,NA,12808,NA,235.3913043478261,NA,139.2173913043478,NA,59.142962689323966,NA,Q4,2017-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,21331,NA,11668,NA,237.01111111111112,NA,129.64444444444445,NA,54.69973278327317,NA,Q1,2018-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22323,NA,11809,NA,245.30769230769232,NA,129.76923076923077,NA,52.90059579805582,NA,Q2,2018-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22623,NA,11914,NA,245.90217391304347,NA,129.5,NA,52.66321884807497,NA,Q3,2018-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22592,NA,11502,NA,245.56521739130432,NA,125.02173913043478,NA,50.91182719546742,NA,Q4,2018-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,21662,NA,11223,NA,240.6888888888889,NA,124.7,NA,51.8096205336534,NA,Q1,2019-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,21465,NA,11297,NA,235.87912087912088,NA,124.14285714285714,NA,52.629862566969486,NA,Q2,2019-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22344,NA,12314,NA,242.8695652173913,NA,133.84782608695653,NA,55.1109917651271,NA,Q3,2019-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22622,NA,11546,NA,245.8913043478261,NA,125.5,NA,51.03881177614711,NA,Q4,2019-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22498,NA,11297,NA,247.23076923076923,NA,124.14285714285714,NA,50.21335229798204,NA,Q1,2020-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22518,NA,10576,NA,247.45054945054943,NA,116.21978021978022,NA,46.966870947686296,NA,Q2,2020-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22700,NA,11290,NA,246.7391304347826,NA,122.71739130434784,NA,49.735682819383264,NA,Q3,2020-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22726,NA,9857,NA,247.0217391304348,NA,107.1413043478261,NA,43.37322890081845,NA,Q4,2020-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,20725,NA,8143,NA,230.27777777777777,NA,90.47777777777776,NA,39.29071170084439,NA,Q1,2021-01-01
Q2,p,Lanarkshire,NA,S08000032,d,G4,NA,Psychiatry of Old Age,NA,22499,NA,8884,NA,247.24175824175825,NA,97.62637362637362,NA,39.486199386639406,NA,Q2,2021-04-01
Q2,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1494,NA,1395,NA,16.417582417582416,NA,15.32967032967033,NA,93.37349397590364,NA,Q2,2016-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1402,NA,1250,NA,15.23913043478261,NA,13.58695652173913,NA,89.1583452211127,NA,Q3,2016-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1283,NA,1058,NA,13.945652173913045,NA,11.5,NA,82.46297739672642,NA,Q4,2016-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1363,NA,1247,NA,15.144444444444444,NA,13.855555555555556,NA,91.48936170212768,NA,Q1,2017-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1375,NA,1223,NA,15.10989010989011,NA,13.43956043956044,NA,88.94545454545455,NA,Q2,2017-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1358,NA,1180,NA,14.76086956521739,NA,12.826086956521738,NA,86.89248895434463,NA,Q3,2017-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1498,NA,1393,NA,16.282608695652176,NA,15.141304347826088,NA,92.99065420560748,NA,Q4,2017-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1430,NA,1318,NA,15.88888888888889,NA,14.644444444444444,NA,92.16783216783216,NA,Q1,2018-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1475,NA,1332,NA,16.208791208791208,NA,14.637362637362637,NA,90.30508474576273,NA,Q2,2018-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1309,NA,1047,NA,14.228260869565217,NA,11.380434782608695,NA,79.98472116119176,NA,Q3,2018-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1404,NA,1264,NA,15.26086956521739,NA,13.73913043478261,NA,90.02849002849004,NA,Q4,2018-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1437,NA,1363,NA,15.966666666666669,NA,15.144444444444444,NA,94.85038274182324,NA,Q1,2019-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1293,NA,1131,NA,14.208791208791208,NA,12.428571428571429,NA,87.47099767981439,NA,Q2,2019-04-01
Q3,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1231,NA,1088,NA,13.380434782608695,NA,11.826086956521738,NA,88.38342810722989,NA,Q3,2019-07-01
Q4,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1323,NA,1218,NA,14.380434782608695,NA,13.23913043478261,NA,92.06349206349206,NA,Q4,2019-10-01
Q1,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1431,NA,1223,NA,15.725274725274724,NA,13.43956043956044,NA,85.4647099930119,NA,Q1,2020-01-01
Q2,NA,Lanarkshire,NA,S08000032,d,AG,NA,Renal Medicine,NA,1363,NA,715,NA,14.978021978021978,NA,7.857142857142857,NA,52.4578136463683,NA,Q2,2020-04-01
