date,quarter,hb,admission_type,specialty,specialty_name,episodes,length_of_episode,average_length_of_episode,spells,length_of_spell,average_length_of_spell
2018-01-01,Q1,Fife,All Inpatients and Day cases,AM,Palliative Medicine,105,1640,15.6190476190476,102,1638,16.0588235294118
2018-04-01,Q2,Fife,All Inpatients and Day cases,AM,Palliative Medicine,108,1659,15.3611111111111,105,1615,15.3809523809524
2018-07-01,Q3,Fife,All Inpatients and Day cases,AM,Palliative Medicine,118,1753,14.8559322033898,111,1794,16.1621621621622
2018-10-01,Q4,Fife,All Inpatients and Day cases,AM,Palliative Medicine,110,1737,15.7909090909091,103,1729,16.7864077669903
2019-01-01,Q1,Fife,All Inpatients and Day cases,AM,Palliative Medicine,125,1709,13.672,121,1718,14.198347107438
2019-04-01,Q2,Fife,All Inpatients and Day cases,AM,Palliative Medicine,121,2130,17.603305785124,114,2110,18.5087719298246
2019-07-01,Q3,Fife,All Inpatients and Day cases,AM,Palliative Medicine,98,1496,15.265306122449,97,1493,15.3917525773196
2019-10-01,Q4,Fife,All Inpatients and Day cases,AM,Palliative Medicine,108,1708,15.8148148148148,105,1735,16.5238095238095
2020-01-01,Q1,Fife,All Inpatients and Day cases,AM,Palliative Medicine,110,2130,19.3636363636364,102,2126,20.843137254902
2020-04-01,Q2,Fife,All Inpatients and Day cases,AM,Palliative Medicine,73,897,12.2876712328767,66,895,13.5606060606061
2020-07-01,Q3,Fife,All Inpatients and Day cases,AM,Palliative Medicine,50,631,12.62,48,637,13.2708333333333
2020-10-01,Q4,Fife,All Inpatients and Day cases,AM,Palliative Medicine,66,951,14.4090909090909,61,951,15.5901639344262
2021-01-01,Q1,Fife,All Inpatients and Day cases,AM,Palliative Medicine,55,590,10.7272727272727,54,590,10.9259259259259
2021-04-01,Q2,Fife,All Inpatients and Day cases,AM,Palliative Medicine,54,839,15.537037037037,54,839,15.537037037037
2016-04-01,Q2,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,19,2193,115.421052631579,18,2178,121
2016-07-01,Q3,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,21,9183,437.285714285714,17,8962,527.176470588235
2016-10-01,Q4,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,20,1155,57.75,17,1331,78.2941176470588
2017-01-01,Q1,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,0,148,NA,0,389,NA
2017-04-01,Q2,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,18,1237,68.7222222222222,15,1273,84.8666666666667
2017-07-01,Q3,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,15,562,37.4666666666667,14,623,44.5
2017-10-01,Q4,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,10,299,29.9,10,299,29.9
2018-01-01,Q1,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,19,1019,53.6315789473684,18,1019,56.6111111111111
2018-04-01,Q2,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,20,1087,54.35,16,1089,68.0625
2018-07-01,Q3,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,15,648,43.2,15,649,43.2666666666667
2018-10-01,Q4,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,15,583,38.8666666666667,13,583,44.8461538461538
2019-01-01,Q1,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,21,943,44.9047619047619,19,898,47.2631578947368
2019-04-01,Q2,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,11,601,54.6363636363636,5,495,99
2019-07-01,Q3,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,13,601,46.2307692307692,12,515,42.9166666666667
2019-10-01,Q4,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,11,764,69.4545454545455,11,911,82.8181818181818
2020-01-01,Q1,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,10,235,23.5,5,235,47
2020-04-01,Q2,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,11,832,75.6363636363636,11,832,75.6363636363636
2020-07-01,Q3,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,10,1240,124,12,1244,103.666666666667
2020-10-01,Q4,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,15,936,62.4,16,1022,63.875
2021-01-01,Q1,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,10,376,37.6,10,257,25.7
2021-04-01,Q2,Fife,All Inpatients and Day cases,AP,Rehabilitation Medicine,10,477,47.7,10,596,59.6
2016-04-01,Q2,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,607,3164,5.21252059308072,575,3177,5.52521739130435
2016-07-01,Q3,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,662,3074,4.64350453172205,630,3024,4.8
2016-10-01,Q4,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,622,3047,4.89871382636656,591,3081,5.21319796954315
2017-01-01,Q1,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,701,3421,4.88017118402282,655,3345,5.10687022900763
2017-04-01,Q2,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,687,3479,5.06404657933042,648,3550,5.4783950617284
2017-07-01,Q3,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,722,3164,4.38227146814404,680,3173,4.66617647058824
2017-10-01,Q4,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,757,3213,4.2443857331572,711,3215,4.52180028129395
2018-01-01,Q1,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,743,3573,4.80888290713324,693,3582,5.16883116883117
2018-04-01,Q2,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,846,3359,3.97044917257683,800,3330,4.1625
2018-07-01,Q3,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,765,3275,4.28104575163399,720,3304,4.58888888888889
2018-10-01,Q4,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,741,3743,5.05128205128205,677,3710,5.48005908419498
2019-01-01,Q1,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,759,3612,4.75889328063241,708,3630,5.1271186440678
2019-04-01,Q2,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,745,3230,4.33557046979866,715,3218,4.5006993006993
2019-07-01,Q3,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,810,3319,4.09753086419753,769,3356,4.36410923276983
2019-10-01,Q4,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,761,3532,4.64126149802891,727,3512,4.83081155433287
2020-01-01,Q1,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,745,3502,4.7006711409396,697,3520,5.05021520803443
2020-04-01,Q2,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,438,1823,4.162100456621,405,1790,4.41975308641975
2020-07-01,Q3,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,707,3296,4.66195190947666,658,3314,5.03647416413374
2020-10-01,Q4,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,713,3401,4.76998597475456,667,3391,5.0839580209895
2021-01-01,Q1,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,694,3413,4.9178674351585,655,3409,5.20458015267176
2021-04-01,Q2,Fife,All Inpatients and Day cases,AQ,Respiratory Medicine,686,3249,4.73615160349854,648,3269,5.04475308641975
2016-04-01,Q2,Fife,All Inpatients and Day cases,AR,Rheumatology,165,0,0,165,0,0
2016-07-01,Q3,Fife,All Inpatients and Day cases,AR,Rheumatology,137,0,0,137,0,0
2016-10-01,Q4,Fife,All Inpatients and Day cases,AR,Rheumatology,146,0,0,146,0,0
2017-01-01,Q1,Fife,All Inpatients and Day cases,AR,Rheumatology,163,0,0,163,0,0
2017-04-01,Q2,Fife,All Inpatients and Day cases,AR,Rheumatology,159,0,0,159,0,0
2017-07-01,Q3,Fife,All Inpatients and Day cases,AR,Rheumatology,147,0,0,147,0,0
2017-10-01,Q4,Fife,All Inpatients and Day cases,AR,Rheumatology,175,11,0.0628571428571429,175,11,0.0628571428571429
2018-01-01,Q1,Fife,All Inpatients and Day cases,AR,Rheumatology,125,0,0,125,0,0
2018-04-01,Q2,Fife,All Inpatients and Day cases,AR,Rheumatology,151,0,0,151,0,0
2018-07-01,Q3,Fife,All Inpatients and Day cases,AR,Rheumatology,151,0,0,151,0,0
2018-10-01,Q4,Fife,All Inpatients and Day cases,AR,Rheumatology,160,0,0,160,0,0
2019-01-01,Q1,Fife,All Inpatients and Day cases,AR,Rheumatology,156,0,0,156,0,0
2019-04-01,Q2,Fife,All Inpatients and Day cases,AR,Rheumatology,155,0,0,155,0,0
2019-07-01,Q3,Fife,All Inpatients and Day cases,AR,Rheumatology,129,0,0,127,0,0
2019-10-01,Q4,Fife,All Inpatients and Day cases,AR,Rheumatology,146,0,0,145,0,0
2020-01-01,Q1,Fife,All Inpatients and Day cases,AR,Rheumatology,129,0,0,129,0,0
2020-04-01,Q2,Fife,All Inpatients and Day cases,AR,Rheumatology,27,0,0,27,0,0
2020-07-01,Q3,Fife,All Inpatients and Day cases,AR,Rheumatology,116,0,0,116,0,0
2020-10-01,Q4,Fife,All Inpatients and Day cases,AR,Rheumatology,137,0,0,137,0,0
2021-01-01,Q1,Fife,All Inpatients and Day cases,AR,Rheumatology,103,0,0,103,0,0
2021-04-01,Q2,Fife,All Inpatients and Day cases,AR,Rheumatology,113,0,0,113,0,0
2016-04-01,Q2,Fife,All Inpatients and Day cases,C1,General Surgery,3020,6662,2.20596026490066,2133,6663,3.12376933895921
2016-07-01,Q3,Fife,All Inpatients and Day cases,C1,General Surgery,2969,6166,2.07679353317615,2132,6412,3.00750469043152
2016-10-01,Q4,Fife,All Inpatients and Day cases,C1,General Surgery,2866,5676,1.9804605722261,2036,5637,2.76866404715128
2017-01-01,Q1,Fife,All Inpatients and Day cases,C1,General Surgery,2882,5555,1.92748091603053,2053,5555,2.70579639551875
2017-04-01,Q2,Fife,All Inpatients and Day cases,C1,General Surgery,2821,5839,2.06983339241404,1998,5829,2.91741741741742
2017-07-01,Q3,Fife,All Inpatients and Day cases,C1,General Surgery,2804,5164,1.8416547788873,1985,5229,2.63425692695214
2017-10-01,Q4,Fife,All Inpatients and Day cases,C1,General Surgery,2954,5858,1.98307379823968,2014,5788,2.87388282025819
2018-01-01,Q1,Fife,All Inpatients and Day cases,C1,General Surgery,2859,5569,1.94788387548094,1995,5498,2.75588972431078
2018-04-01,Q2,Fife,All Inpatients and Day cases,C1,General Surgery,3056,5616,1.83769633507853,2249,5649,2.51178301467319
2018-07-01,Q3,Fife,All Inpatients and Day cases,C1,General Surgery,3078,4936,1.60363872644574,2263,4921,2.17454706142289
2018-10-01,Q4,Fife,All Inpatients and Day cases,C1,General Surgery,2965,5227,1.76290050590219,2192,5215,2.37910583941606
2019-01-01,Q1,Fife,All Inpatients and Day cases,C1,General Surgery,3083,4825,1.56503405773597,2246,4935,2.19723953695459
2019-04-01,Q2,Fife,All Inpatients and Day cases,C1,General Surgery,2962,5299,1.78899392302498,2190,5308,2.42374429223744
2019-07-01,Q3,Fife,All Inpatients and Day cases,C1,General Surgery,2974,5638,1.89576328177539,2171,5521,2.54306771073238
2019-10-01,Q4,Fife,All Inpatients and Day cases,C1,General Surgery,2921,4503,1.54159534406025,2154,4588,2.12999071494893
2020-01-01,Q1,Fife,All Inpatients and Day cases,C1,General Surgery,2502,4321,1.72701838529177,1874,4341,2.31643543223052
2020-04-01,Q2,Fife,All Inpatients and Day cases,C1,General Surgery,1601,3012,1.88132417239225,996,2880,2.89156626506024
2020-07-01,Q3,Fife,All Inpatients and Day cases,C1,General Surgery,2712,4947,1.82411504424779,1817,5047,2.77765547605944
2020-10-01,Q4,Fife,All Inpatients and Day cases,C1,General Surgery,2762,4505,1.63106444605358,1972,4598,2.3316430020284
2021-01-01,Q1,Fife,All Inpatients and Day cases,C1,General Surgery,2456,4336,1.76547231270358,1675,4287,2.55940298507463
2021-04-01,Q2,Fife,All Inpatients and Day cases,C1,General Surgery,3189,5334,1.67262464722484,2134,5330,2.49765698219306
2016-04-01,Q2,Fife,All Inpatients and Day cases,C3,Anaesthetics,127,570,4.48818897637795,123,576,4.68292682926829
2016-07-01,Q3,Fife,All Inpatients and Day cases,C3,Anaesthetics,100,575,5.75,88,552,6.27272727272727
2016-10-01,Q4,Fife,All Inpatients and Day cases,C3,Anaesthetics,97,565,5.82474226804124,90,598,6.64444444444444
2017-01-01,Q1,Fife,All Inpatients and Day cases,C3,Anaesthetics,105,679,6.46666666666667,101,687,6.8019801980198
2017-04-01,Q2,Fife,All Inpatients and Day cases,C3,Anaesthetics,92,551,5.98913043478261,88,551,6.26136363636364
2017-07-01,Q3,Fife,All Inpatients and Day cases,C3,Anaesthetics,112,450,4.01785714285714,110,450,4.09090909090909
2017-10-01,Q4,Fife,All Inpatients and Day cases,C3,Anaesthetics,115,546,4.74782608695652,110,546,4.96363636363636
2018-01-01,Q1,Fife,All Inpatients and Day cases,C3,Anaesthetics,111,639,5.75675675675676,98,588,6
2018-04-01,Q2,Fife,All Inpatients and Day cases,C3,Anaesthetics,113,636,5.6283185840708,109,687,6.30275229357798
2018-07-01,Q3,Fife,All Inpatients and Day cases,C3,Anaesthetics,102,466,4.56862745098039,98,463,4.72448979591837
2018-10-01,Q4,Fife,All Inpatients and Day cases,C3,Anaesthetics,104,582,5.59615384615385,100,579,5.79
2019-01-01,Q1,Fife,All Inpatients and Day cases,C3,Anaesthetics,97,642,6.61855670103093,92,648,7.04347826086957
2019-04-01,Q2,Fife,All Inpatients and Day cases,C3,Anaesthetics,118,554,4.69491525423729,114,549,4.81578947368421
2019-07-01,Q3,Fife,All Inpatients and Day cases,C3,Anaesthetics,105,548,5.21904761904762,97,548,5.64948453608247
2019-10-01,Q4,Fife,All Inpatients and Day cases,C3,Anaesthetics,116,619,5.33620689655172,108,621,5.75
2020-01-01,Q1,Fife,All Inpatients and Day cases,C3,Anaesthetics,110,580,5.27272727272727,98,568,5.79591836734694
2020-04-01,Q2,Fife,All Inpatients and Day cases,C3,Anaesthetics,115,631,5.48695652173913,91,553,6.07692307692308
2020-07-01,Q3,Fife,All Inpatients and Day cases,C3,Anaesthetics,101,491,4.86138613861386,97,584,6.02061855670103
2020-10-01,Q4,Fife,All Inpatients and Day cases,C3,Anaesthetics,132,838,6.34848484848485,104,784,7.53846153846154
2021-01-01,Q1,Fife,All Inpatients and Day cases,C3,Anaesthetics,167,980,5.86826347305389,121,1028,8.49586776859504
2021-04-01,Q2,Fife,All Inpatients and Day cases,C3,Anaesthetics,102,522,5.11764705882353,89,528,5.93258426966292
2016-04-01,Q2,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",470,386,0.821276595744681,467,386,0.826552462526767
2016-07-01,Q3,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",518,418,0.806949806949807,510,410,0.803921568627451
2016-10-01,Q4,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",464,349,0.752155172413793,458,357,0.779475982532751
2017-01-01,Q1,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",452,295,0.652654867256637,450,295,0.655555555555556
2017-04-01,Q2,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",466,321,0.688841201716738,462,321,0.694805194805195
2017-07-01,Q3,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",502,358,0.713147410358566,501,358,0.714570858283433
2017-10-01,Q4,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",429,269,0.627039627039627,427,269,0.629976580796253
2018-01-01,Q1,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",421,334,0.793349168646081,417,334,0.800959232613909
2018-04-01,Q2,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",477,341,0.714884696016772,475,341,0.717894736842105
2018-07-01,Q3,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",485,444,0.915463917525773,483,444,0.919254658385093
2018-10-01,Q4,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",482,420,0.871369294605809,479,420,0.876826722338205
2019-01-01,Q1,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",478,447,0.935146443514644,475,444,0.934736842105263
2019-04-01,Q2,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",538,532,0.988847583643123,534,535,1.00187265917603
2019-07-01,Q3,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",513,535,1.04288499025341,508,534,1.0511811023622
2019-10-01,Q4,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",502,443,0.882470119521912,500,444,0.888
2020-01-01,Q1,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",477,472,0.989517819706499,471,472,1.00212314225053
2020-04-01,Q2,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",118,92,0.779661016949153,115,92,0.8
2020-07-01,Q3,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",256,222,0.8671875,253,221,0.873517786561265
2020-10-01,Q4,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",270,307,1.13703703703704,260,308,1.18461538461538
2021-01-01,Q1,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",202,259,1.28217821782178,196,256,1.30612244897959
2021-04-01,Q2,Fife,All Inpatients and Day cases,C5,"Ear, Nose & Throat (ENT)",351,313,0.891737891737892,342,316,0.923976608187134
2016-04-01,Q2,Fife,All Inpatients and Day cases,C7,Ophthalmology,688,92,0.133720930232558,671,92,0.137108792846498
2016-07-01,Q3,Fife,All Inpatients and Day cases,C7,Ophthalmology,785,78,0.0993630573248408,777,78,0.1003861003861
2016-10-01,Q4,Fife,All Inpatients and Day cases,C7,Ophthalmology,741,61,0.0823211875843455,733,61,0.0832196452933151
2017-01-01,Q1,Fife,All Inpatients and Day cases,C7,Ophthalmology,797,85,0.106649937264743,783,85,0.108556832694764
2017-04-01,Q2,Fife,All Inpatients and Day cases,C7,Ophthalmology,754,40,0.0530503978779841,747,40,0.0535475234270415
2017-07-01,Q3,Fife,All Inpatients and Day cases,C7,Ophthalmology,761,84,0.110381077529566,750,84,0.112
2017-10-01,Q4,Fife,All Inpatients and Day cases,C7,Ophthalmology,781,91,0.11651728553137,769,91,0.118335500650195
2018-01-01,Q1,Fife,All Inpatients and Day cases,C7,Ophthalmology,675,65,0.0962962962962963,669,63,0.0941704035874439
2018-04-01,Q2,Fife,All Inpatients and Day cases,C7,Ophthalmology,707,111,0.157001414427157,695,113,0.162589928057554
2018-07-01,Q3,Fife,All Inpatients and Day cases,C7,Ophthalmology,624,58,0.092948717948718,619,58,0.0936995153473344
2018-10-01,Q4,Fife,All Inpatients and Day cases,C7,Ophthalmology,777,81,0.104247104247104,763,81,0.106159895150721
2019-01-01,Q1,Fife,All Inpatients and Day cases,C7,Ophthalmology,992,38,0.0383064516129032,989,38,0.038422649140546
2019-04-01,Q2,Fife,All Inpatients and Day cases,C7,Ophthalmology,785,28,0.0356687898089172,782,28,0.0358056265984655
2019-07-01,Q3,Fife,All Inpatients and Day cases,C7,Ophthalmology,768,40,0.0520833333333333,762,22,0.0288713910761155
2019-10-01,Q4,Fife,All Inpatients and Day cases,C7,Ophthalmology,746,91,0.121983914209115,740,109,0.147297297297297
2020-01-01,Q1,Fife,All Inpatients and Day cases,C7,Ophthalmology,670,41,0.0611940298507463,667,41,0.0614692653673163
2020-04-01,Q2,Fife,All Inpatients and Day cases,C7,Ophthalmology,15,7,0.466666666666667,14,7,0.5
2020-07-01,Q3,Fife,All Inpatients and Day cases,C7,Ophthalmology,599,14,0.0233722871452421,596,14,0.023489932885906
2020-10-01,Q4,Fife,All Inpatients and Day cases,C7,Ophthalmology,670,19,0.0283582089552239,670,19,0.0283582089552239
2021-01-01,Q1,Fife,All Inpatients and Day cases,C7,Ophthalmology,703,20,0.0284495021337127,703,20,0.0284495021337127
2021-04-01,Q2,Fife,All Inpatients and Day cases,C7,Ophthalmology,698,41,0.0587392550143266,696,41,0.0589080459770115
2016-04-01,Q2,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1383,4063,2.93781634128706,1326,4135,3.1184012066365
2016-07-01,Q3,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1312,4161,3.17149390243902,1276,4173,3.27037617554859
2016-10-01,Q4,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1365,4633,3.39413919413919,1294,4575,3.5355486862442
2017-01-01,Q1,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1303,4812,3.69301611665388,1261,4830,3.83029341792228
2017-04-01,Q2,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1263,3887,3.07759303246239,1215,3886,3.19835390946502
2017-07-01,Q3,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1314,3711,2.82420091324201,1260,3759,2.98333333333333
2017-10-01,Q4,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1349,3771,2.79540400296516,1290,3769,2.92170542635659
2018-01-01,Q1,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1256,4166,3.31687898089172,1205,4149,3.44315352697095
2018-04-01,Q2,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1419,3945,2.78012684989429,1370,3952,2.88467153284672
2018-07-01,Q3,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1338,4188,3.13004484304933,1289,4163,3.22963537626067
2018-10-01,Q4,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1405,3901,2.77651245551601,1343,3839,2.85852568875652
2019-01-01,Q1,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1359,3607,2.65415746872701,1316,3704,2.8145896656535
2019-04-01,Q2,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1387,4111,2.96395097332372,1342,4049,3.01713859910581
2019-07-01,Q3,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1374,3958,2.8806404657933,1327,3969,2.99095704596835
2019-10-01,Q4,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1402,4286,3.05706134094151,1355,4318,3.18671586715867
2020-01-01,Q1,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1202,4659,3.87603993344426,1164,4637,3.98367697594502
2020-04-01,Q2,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,505,2864,5.67128712871287,470,2785,5.92553191489362
2020-07-01,Q3,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1044,3124,2.99233716475096,1012,3253,3.21442687747036
2020-10-01,Q4,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1056,3606,3.41477272727273,1026,3521,3.4317738791423
2021-01-01,Q1,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,720,3205,4.45138888888889,705,3273,4.64255319148936
2021-04-01,Q2,Fife,All Inpatients and Day cases,C8,Trauma and Orthopaedic Surgery,1107,3429,3.09756097560976,1090,3421,3.13853211009174
2016-04-01,Q2,Fife,All Inpatients and Day cases,C9,Plastic Surgery,112,0,0,112,0,0
2016-07-01,Q3,Fife,All Inpatients and Day cases,C9,Plastic Surgery,85,0,0,85,0,0
2016-10-01,Q4,Fife,All Inpatients and Day cases,C9,Plastic Surgery,82,0,0,82,0,0
2017-01-01,Q1,Fife,All Inpatients and Day cases,C9,Plastic Surgery,81,0,0,81,0,0
2017-04-01,Q2,Fife,All Inpatients and Day cases,C9,Plastic Surgery,52,0,0,52,0,0
2017-07-01,Q3,Fife,All Inpatients and Day cases,C9,Plastic Surgery,87,0,0,87,0,0
2017-10-01,Q4,Fife,All Inpatients and Day cases,C9,Plastic Surgery,70,0,0,70,0,0
2018-01-01,Q1,Fife,All Inpatients and Day cases,C9,Plastic Surgery,87,0,0,87,0,0
2018-04-01,Q2,Fife,All Inpatients and Day cases,C9,Plastic Surgery,65,0,0,65,0,0
2018-07-01,Q3,Fife,All Inpatients and Day cases,C9,Plastic Surgery,87,0,0,87,0,0
2018-10-01,Q4,Fife,All Inpatients and Day cases,C9,Plastic Surgery,78,0,0,78,0,0
2019-01-01,Q1,Fife,All Inpatients and Day cases,C9,Plastic Surgery,84,0,0,84,0,0
2019-04-01,Q2,Fife,All Inpatients and Day cases,C9,Plastic Surgery,81,0,0,81,0,0
2019-07-01,Q3,Fife,All Inpatients and Day cases,C9,Plastic Surgery,69,0,0,69,0,0
2019-10-01,Q4,Fife,All Inpatients and Day cases,C9,Plastic Surgery,62,0,0,62,0,0
2020-01-01,Q1,Fife,All Inpatients and Day cases,C9,Plastic Surgery,53,0,0,53,0,0
2020-04-01,Q2,Fife,All Inpatients and Day cases,C9,Plastic Surgery,15,0,0,16,0,0
2020-07-01,Q3,Fife,All Inpatients and Day cases,C9,Plastic Surgery,77,0,0,77,0,0
2020-10-01,Q4,Fife,All Inpatients and Day cases,C9,Plastic Surgery,87,0,0,87,0,0
2021-01-01,Q1,Fife,All Inpatients and Day cases,C9,Plastic Surgery,44,0,0,44,0,0
2021-04-01,Q2,Fife,All Inpatients and Day cases,C9,Plastic Surgery,48,0,0,48,0,0
2016-04-01,Q2,Fife,All Inpatients and Day cases,CB,Urology,1649,1962,1.18981200727714,1437,1961,1.36464857341684
2016-07-01,Q3,Fife,All Inpatients and Day cases,CB,Urology,1457,1961,1.34591626630062,1262,1917,1.51901743264659
2016-10-01,Q4,Fife,All Inpatients and Day cases,CB,Urology,1381,1605,1.16220130340333,1192,1656,1.38926174496644
2017-01-01,Q1,Fife,All Inpatients and Day cases,CB,Urology,1409,1131,0.802696948190206,1252,1127,0.900159744408946
2017-04-01,Q2,Fife,All Inpatients and Day cases,CB,Urology,1478,1567,1.06021650879567,1262,1542,1.22187004754358
2017-07-01,Q3,Fife,All Inpatients and Day cases,CB,Urology,1113,1864,1.67475292003594,921,1733,1.88165038002172
2017-10-01,Q4,Fife,All Inpatients and Day cases,CB,Urology,1023,1783,1.74291300097752,852,1778,2.0868544600939
2018-01-01,Q1,Fife,All Inpatients and Day cases,CB,Urology,925,1571,1.69837837837838,785,1729,2.20254777070064
2018-04-01,Q2,Fife,All Inpatients and Day cases,CB,Urology,1041,1550,1.48895292987512,874,1534,1.75514874141876
2018-07-01,Q3,Fife,All Inpatients and Day cases,CB,Urology,1038,1616,1.55684007707129,842,1597,1.89667458432304
2018-10-01,Q4,Fife,All Inpatients and Day cases,CB,Urology,1139,1614,1.41703248463565,938,1628,1.73560767590618
2019-01-01,Q1,Fife,All Inpatients and Day cases,CB,Urology,1209,1610,1.33167907361456,1021,1600,1.56709108716944
2019-04-01,Q2,Fife,All Inpatients and Day cases,CB,Urology,1158,1490,1.286701208981,973,1467,1.50770811921891
2019-07-01,Q3,Fife,All Inpatients and Day cases,CB,Urology,1099,1624,1.47770700636943,881,1673,1.89897843359818
2019-10-01,Q4,Fife,All Inpatients and Day cases,CB,Urology,1211,1630,1.34599504541701,1041,1543,1.48222862632085
2020-01-01,Q1,Fife,All Inpatients and Day cases,CB,Urology,1081,1489,1.37742830712303,931,1588,1.70569280343716
2020-04-01,Q2,Fife,All Inpatients and Day cases,CB,Urology,566,894,1.57950530035336,464,877,1.89008620689655
2020-07-01,Q3,Fife,All Inpatients and Day cases,CB,Urology,1040,1621,1.55865384615385,824,1625,1.97208737864078
2020-10-01,Q4,Fife,All Inpatients and Day cases,CB,Urology,1055,1302,1.23412322274882,865,1311,1.51560693641619
