date,quarter,hb,specialty_name,all_staffed_beds,total_occupied_beds,average_available_staffed_beds,average_occupied_beds,percentage_occupancy
2019-01-01,Q1,Greater Glasgow & Clyde,Accident & Emergency,1283,661,14.255555555555556,7.344444444444444,51.5198752922837
2019-04-01,Q2,Greater Glasgow & Clyde,Accident & Emergency,1603,544,17.615384615384617,5.978021978021978,33.93636930754834
2019-07-01,Q3,Greater Glasgow & Clyde,Accident & Emergency,1737,698,18.880434782608695,7.586956521739131,40.184225676453664
2019-10-01,Q4,Greater Glasgow & Clyde,Accident & Emergency,3199,1451,34.77173913043478,15.771739130434783,45.3579243513598
2020-01-01,Q1,Greater Glasgow & Clyde,Accident & Emergency,1473,763,16.186813186813186,8.384615384615385,51.799049558723695
2020-04-01,Q2,Greater Glasgow & Clyde,Accident & Emergency,552,85,6.065934065934066,0.934065934065934,15.398550724637683
2020-07-01,Q3,Greater Glasgow & Clyde,Accident & Emergency,680,425,7.391304347826087,4.619565217391305,62.5
2020-10-01,Q4,Greater Glasgow & Clyde,Accident & Emergency,569,356,6.184782608695652,3.869565217391304,62.5659050966608
2021-01-01,Q1,Greater Glasgow & Clyde,Accident & Emergency,571,427,6.344444444444444,4.7444444444444445,74.78108581436076
2021-04-01,Q2,Greater Glasgow & Clyde,Accident & Emergency,699,622,7.681318681318682,6.835164835164835,88.98426323319026
2016-04-01,Q2,Greater Glasgow & Clyde,All Acute,377372,322562,4146.945054945055,3544.6373626373625,85.47586996385529
2016-07-01,Q3,Greater Glasgow & Clyde,All Acute,374524,320168,4070.913043478261,3480.086956521739,85.48664438060044
2016-10-01,Q4,Greater Glasgow & Clyde,All Acute,371937,318031,4042.7934782608695,3456.858695652174,85.50668527196811
2017-01-01,Q1,Greater Glasgow & Clyde,All Acute,368396,319780,4093.288888888889,3553.1111111111113,86.80333119795004
2017-04-01,Q2,Greater Glasgow & Clyde,All Acute,361905,312705,3976.978021978022,3436.3186813186812,86.40527210179468
2017-07-01,Q3,Greater Glasgow & Clyde,All Acute,360474,305996,3918.195652173913,3326.0434782608695,84.88712084644108
2017-10-01,Q4,Greater Glasgow & Clyde,All Acute,360269,312302,3915.967391304348,3394.586956521739,86.68578201288481
2018-01-01,Q1,Greater Glasgow & Clyde,All Acute,363456,325438,4038.4,3615.9777777777776,89.53986177143864
2018-04-01,Q2,Greater Glasgow & Clyde,All Acute,353718,308170,3887.010989010989,3386.4835164835163,87.12307544428047
2018-07-01,Q3,Greater Glasgow & Clyde,All Acute,349238,301641,3796.065217391305,3278.7065217391305,86.37118526620814
2018-10-01,Q4,Greater Glasgow & Clyde,All Acute,352902,307358,3835.891304347826,3340.8478260869565,87.09443414885719
2019-01-01,Q1,Greater Glasgow & Clyde,All Acute,354132,315389,3934.8,3504.322222222222,89.05972914054645
2019-04-01,Q2,Greater Glasgow & Clyde,All Acute,350637,309956,3853.153846153846,3406.1098901098903,88.39797283230236
2019-07-01,Q3,Greater Glasgow & Clyde,All Acute,350785,305457,3812.880434782609,3320.1847826086955,87.07812477728524
2019-10-01,Q4,Greater Glasgow & Clyde,All Acute,355508,317105,3864.217391304348,3446.7934782608695,89.19771144390562
2020-01-01,Q1,Greater Glasgow & Clyde,All Acute,356519,305839,3917.7912087912086,3360.868131868132,85.78476883419958
2020-04-01,Q2,Greater Glasgow & Clyde,All Acute,325237,217779,3574.032967032967,2393.1758241758243,66.9600937162746
2020-07-01,Q3,Greater Glasgow & Clyde,All Acute,334634,271160,3637.3260869565215,2947.391304347826,81.03181386230928
2020-10-01,Q4,Greater Glasgow & Clyde,All Acute,344669,285152,3746.402173913043,3099.478260869565,82.73212850589987
2021-01-01,Q1,Greater Glasgow & Clyde,All Acute,338625,285019,3762.5,3166.8777777777777,84.16950904392765
2021-04-01,Q2,Greater Glasgow & Clyde,All Acute,342122,294186,3759.5824175824177,3232.813186813187,85.98862394116719
2016-04-01,Q2,Greater Glasgow & Clyde,All Specialties,558127,469514,6133.263736263736,5159.494505494506,84.12314759902316
2016-07-01,Q3,Greater Glasgow & Clyde,All Specialties,555706,468107,6040.282608695652,5088.119565217391,84.23644876967316
2016-10-01,Q4,Greater Glasgow & Clyde,All Specialties,550324,461028,5981.782608695652,5011.173913043478,83.77392227124385
2017-01-01,Q1,Greater Glasgow & Clyde,All Specialties,540329,456383,6003.655555555555,5070.922222222222,84.4639099511594
2017-04-01,Q2,Greater Glasgow & Clyde,All Specialties,536214,449207,5892.461538461538,4936.340659340659,83.77382910554368
2017-07-01,Q3,Greater Glasgow & Clyde,All Specialties,534395,438356,5808.641304347826,4764.739130434783,82.02846209264683
2017-10-01,Q4,Greater Glasgow & Clyde,All Specialties,523402,443848,5689.152173913043,4824.434782608696,84.80059304320581
2018-01-01,Q1,Greater Glasgow & Clyde,All Specialties,518918,442561,5765.7555555555555,4917.344444444445,85.28534373446287
2018-04-01,Q2,Greater Glasgow & Clyde,All Specialties,515635,427625,5666.318681318681,4699.175824175824,82.93172496048562
2018-07-01,Q3,Greater Glasgow & Clyde,All Specialties,509666,422948,5539.847826086957,4597.260869565217,82.98532764594852
2018-10-01,Q4,Greater Glasgow & Clyde,All Specialties,514222,429974,5589.369565217391,4673.630434782609,83.61641470026565
2019-01-01,Q1,Greater Glasgow & Clyde,All Specialties,509062,440117,5656.2444444444445,4890.188888888889,86.45646306343825
2019-04-01,Q2,Greater Glasgow & Clyde,All Specialties,506595,433794,5566.978021978022,4766.9670329670325,85.6293488881651
2019-07-01,Q3,Greater Glasgow & Clyde,All Specialties,508947,430470,5532.032608695652,4679.021739130435,84.58051624235922
2019-10-01,Q4,Greater Glasgow & Clyde,All Specialties,516289,442387,5611.836956521739,4808.554347826087,85.68592396893987
2020-01-01,Q1,Greater Glasgow & Clyde,All Specialties,512906,423333,5636.32967032967,4652.010989010989,82.53617621942422
2020-04-01,Q2,Greater Glasgow & Clyde,All Specialties,473382,313411,5202,3444.076923076923,66.20678437287434
2020-07-01,Q3,Greater Glasgow & Clyde,All Specialties,491002,384795,5336.978260869565,4182.554347826087,78.36933454446215
2020-10-01,Q4,Greater Glasgow & Clyde,All Specialties,499472,397935,5429.04347826087,4325.380434782609,79.67113271614825
2021-01-01,Q1,Greater Glasgow & Clyde,All Specialties,490366,391563,5448.511111111111,4350.7,79.85117238960287
2021-04-01,Q2,Greater Glasgow & Clyde,All Specialties,497769,404397,5469.989010989011,4443.923076923077,81.24190136388566
2019-04-01,Q2,Greater Glasgow & Clyde,Allergy,1,1,0.01098901098901099,0.01098901098901099,100
2016-04-01,Q2,Greater Glasgow & Clyde,Anaesthetics,4956,2929,54.46153846153846,32.18681318681319,59.10008071025021
2016-07-01,Q3,Greater Glasgow & Clyde,Anaesthetics,5117,2980,55.619565217391305,32.391304347826086,58.23724838772718
2016-10-01,Q4,Greater Glasgow & Clyde,Anaesthetics,5493,3481,59.70652173913044,37.83695652173913,63.37156380848352
2017-01-01,Q1,Greater Glasgow & Clyde,Anaesthetics,4991,2968,55.45555555555555,32.977777777777774,59.46704067321178
2017-04-01,Q2,Greater Glasgow & Clyde,Anaesthetics,5051,2966,55.505494505494504,32.59340659340659,58.72104533755692
2017-07-01,Q3,Greater Glasgow & Clyde,Anaesthetics,5439,3054,59.119565217391305,33.19565217391305,56.150027578599015
2017-10-01,Q4,Greater Glasgow & Clyde,Anaesthetics,5174,2936,56.23913043478261,31.91304347826087,56.745264785465785
2018-01-01,Q1,Greater Glasgow & Clyde,Anaesthetics,5051,3288,56.12222222222222,36.53333333333333,65.09602058998219
2018-04-01,Q2,Greater Glasgow & Clyde,Anaesthetics,4631,2727,50.89010989010989,29.967032967032967,58.8857698121356
2018-07-01,Q3,Greater Glasgow & Clyde,Anaesthetics,1158,577,12.58695652173913,6.271739130434782,49.82728842832469
2018-10-01,Q4,Greater Glasgow & Clyde,Anaesthetics,740,262,8.043478260869565,2.847826086956522,35.40540540540541
2019-01-01,Q1,Greater Glasgow & Clyde,Anaesthetics,819,327,9.1,3.6333333333333337,39.92673992673993
2019-04-01,Q2,Greater Glasgow & Clyde,Anaesthetics,945,464,10.384615384615383,5.0989010989010985,49.100529100529094
2019-07-01,Q3,Greater Glasgow & Clyde,Anaesthetics,1169,388,12.706521739130435,4.217391304347826,33.190761334473905
2019-10-01,Q4,Greater Glasgow & Clyde,Anaesthetics,857,345,9.315217391304348,3.75,40.25670945157526
2020-01-01,Q1,Greater Glasgow & Clyde,Anaesthetics,947,328,10.406593406593409,3.604395604395605,34.63569165786694
2020-04-01,Q2,Greater Glasgow & Clyde,Anaesthetics,2135,842,23.46153846153846,9.252747252747254,39.43793911007026
2020-07-01,Q3,Greater Glasgow & Clyde,Anaesthetics,1389,327,15.097826086956522,3.5543478260869565,23.542116630669547
2020-10-01,Q4,Greater Glasgow & Clyde,Anaesthetics,1554,444,16.891304347826086,4.826086956521739,28.571428571428577
2021-01-01,Q1,Greater Glasgow & Clyde,Anaesthetics,1665,504,18.5,5.6,30.270270270270267
2021-04-01,Q2,Greater Glasgow & Clyde,Anaesthetics,1678,487,18.43956043956044,5.351648351648351,29.02264600715137
2016-04-01,Q2,Greater Glasgow & Clyde,Cardiology,15100,13242,165.93406593406593,145.5164835164835,87.69536423841059
2016-07-01,Q3,Greater Glasgow & Clyde,Cardiology,14777,12913,160.6195652173913,140.3586956521739,87.38580226026933
2016-10-01,Q4,Greater Glasgow & Clyde,Cardiology,14486,12714,157.45652173913044,138.19565217391303,87.76749965483914
2017-01-01,Q1,Greater Glasgow & Clyde,Cardiology,14622,13281,162.46666666666667,147.56666666666666,90.82888797702093
2017-04-01,Q2,Greater Glasgow & Clyde,Cardiology,14359,13095,157.7912087912088,143.9010989010989,91.19715857650252
2017-07-01,Q3,Greater Glasgow & Clyde,Cardiology,14372,12721,156.2173913043478,138.27173913043478,88.51238519343167
2017-10-01,Q4,Greater Glasgow & Clyde,Cardiology,14349,12825,155.9673913043478,139.40217391304347,89.37905080493415
2018-01-01,Q1,Greater Glasgow & Clyde,Cardiology,13974,12859,155.26666666666668,142.87777777777777,92.02089594962072
2018-04-01,Q2,Greater Glasgow & Clyde,Cardiology,14187,12804,155.9010989010989,140.7032967032967,90.25163882427574
2018-07-01,Q3,Greater Glasgow & Clyde,Cardiology,14271,12940,155.1195652173913,140.65217391304347,90.67339359540324
2018-10-01,Q4,Greater Glasgow & Clyde,Cardiology,14401,13101,156.5326086956522,142.40217391304347,90.97284910770084
2019-01-01,Q1,Greater Glasgow & Clyde,Cardiology,13866,12821,154.06666666666666,142.45555555555555,92.46357997980672
2019-04-01,Q2,Greater Glasgow & Clyde,Cardiology,13945,12909,153.24175824175825,141.85714285714286,92.57081391179636
2019-07-01,Q3,Greater Glasgow & Clyde,Cardiology,14163,12951,153.94565217391303,140.77173913043478,91.44249099767
2019-10-01,Q4,Greater Glasgow & Clyde,Cardiology,14827,13584,161.16304347826087,147.65217391304347,91.61664530923316
2020-01-01,Q1,Greater Glasgow & Clyde,Cardiology,14204,12010,156.0879120879121,131.978021978022,84.55364686003944
2020-04-01,Q2,Greater Glasgow & Clyde,Cardiology,9698,6321,106.57142857142856,69.46153846153847,65.17838729634977
2020-07-01,Q3,Greater Glasgow & Clyde,Cardiology,12276,10099,133.43478260869566,109.77173913043478,82.26621049201694
2020-10-01,Q4,Greater Glasgow & Clyde,Cardiology,12852,10006,139.69565217391303,108.7608695652174,77.8555866791161
2021-01-01,Q1,Greater Glasgow & Clyde,Cardiology,12744,10224,141.6,113.6,80.22598870056498
2021-04-01,Q2,Greater Glasgow & Clyde,Cardiology,14223,12058,156.2967032967033,132.5054945054945,84.77817619348941
2016-04-01,Q2,Greater Glasgow & Clyde,Cardiothoracic Surgery,727,500,7.989010989010989,5.4945054945054945,68.7757909215956
2016-07-01,Q3,Greater Glasgow & Clyde,Cardiothoracic Surgery,842,576,9.152173913043478,6.260869565217392,68.40855106888361
2016-10-01,Q4,Greater Glasgow & Clyde,Cardiothoracic Surgery,867,682,9.423913043478262,7.413043478260869,78.66205305651671
2017-01-01,Q1,Greater Glasgow & Clyde,Cardiothoracic Surgery,935,661,10.38888888888889,7.344444444444444,70.6951871657754
2017-04-01,Q2,Greater Glasgow & Clyde,Cardiothoracic Surgery,940,774,10.32967032967033,8.505494505494505,82.34042553191489
2017-07-01,Q3,Greater Glasgow & Clyde,Cardiothoracic Surgery,956,810,10.391304347826088,8.804347826086957,84.72803347280335
2017-10-01,Q4,Greater Glasgow & Clyde,Cardiothoracic Surgery,734,606,7.978260869565218,6.586956521739131,82.56130790190736
2018-01-01,Q1,Greater Glasgow & Clyde,Cardiothoracic Surgery,595,462,6.611111111111111,5.133333333333334,77.64705882352942
2018-04-01,Q2,Greater Glasgow & Clyde,Cardiothoracic Surgery,720,457,7.912087912087912,5.021978021978022,63.47222222222222
2018-07-01,Q3,Greater Glasgow & Clyde,Cardiothoracic Surgery,963,727,10.467391304347826,7.9021739130434785,75.4932502596054
2018-10-01,Q4,Greater Glasgow & Clyde,Cardiothoracic Surgery,696,510,7.565217391304348,5.543478260869565,73.27586206896552
2019-01-01,Q1,Greater Glasgow & Clyde,Cardiothoracic Surgery,782,629,8.688888888888888,6.988888888888889,80.43478260869566
2019-04-01,Q2,Greater Glasgow & Clyde,Cardiothoracic Surgery,853,698,9.373626373626374,7.670329670329671,81.82883939038686
2019-07-01,Q3,Greater Glasgow & Clyde,Cardiothoracic Surgery,793,538,8.619565217391305,5.8478260869565215,67.843631778058
2019-10-01,Q4,Greater Glasgow & Clyde,Cardiothoracic Surgery,741,634,8.054347826086957,6.891304347826087,85.5600539811066
2020-01-01,Q1,Greater Glasgow & Clyde,Cardiothoracic Surgery,700,566,7.6923076923076925,6.21978021978022,80.85714285714286
2020-04-01,Q2,Greater Glasgow & Clyde,Cardiothoracic Surgery,564,496,6.197802197802198,5.450549450549451,87.94326241134752
2020-07-01,Q3,Greater Glasgow & Clyde,Cardiothoracic Surgery,842,613,9.152173913043478,6.663043478260869,72.80285035629454
2020-10-01,Q4,Greater Glasgow & Clyde,Cardiothoracic Surgery,647,382,7.032608695652174,4.1521739130434785,59.04173106646059
2021-01-01,Q1,Greater Glasgow & Clyde,Cardiothoracic Surgery,717,367,7.966666666666667,4.0777777777777775,51.185495118549504
2021-04-01,Q2,Greater Glasgow & Clyde,Cardiothoracic Surgery,660,395,7.252747252747253,4.34065934065934,59.84848484848484
2016-04-01,Q2,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,3636,3071,39.95604395604395,33.747252747252745,84.46094609460945
2016-07-01,Q3,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,5555,4610,60.380434782608695,50.108695652173914,82.988298829882993
2016-10-01,Q4,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,5536,4193,60.17391304347826,45.57608695652174,75.74060693641619
2017-01-01,Q1,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2701,2366,30.011111111111113,26.288888888888888,87.5971862273232
2017-04-01,Q2,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2730,2309,30,25.373626373626372,84.57875457875458
2017-07-01,Q3,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,3506,2308,38.108695652173914,25.08695652173913,65.83000570450656
2017-10-01,Q4,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2769,2631,30.097826086956523,28.597826086956523,95.01625135427952
2018-01-01,Q1,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2750,2446,30.555555555555557,27.177777777777777,88.94545454545454
2018-04-01,Q2,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2611,1887,28.692307692307693,20.736263736263737,72.27116047491383
2018-07-01,Q3,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2856,1934,31.043478260869566,21.02173913043478,67.71708683473389
2018-10-01,Q4,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2814,2138,30.58695652173913,23.23913043478261,75.97725657427151
2019-01-01,Q1,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2790,2170,31,24.11111111111111,77.77777777777779
2019-04-01,Q2,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2821,2159,31,23.725274725274726,76.53314427507976
2019-07-01,Q3,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2859,1986,31.07608695652174,21.58695652173913,69.46484784889822
2019-10-01,Q4,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2852,1596,31,17.347826086956523,55.96072931276298
2020-01-01,Q1,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2786,1711,30.615384615384617,18.802197802197803,61.41421392677674
2020-04-01,Q2,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2214,1102,24.32967032967033,12.10989010989011,49.77416440831075
2020-07-01,Q3,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2852,1405,31,15.271739130434783,49.26367461430575
2020-10-01,Q4,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2836,1766,30.82608695652174,19.195652173913043,62.27080394922426
2021-01-01,Q1,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2790,1486,31,16.511111111111113,53.26164874551972
2021-04-01,Q2,Greater Glasgow & Clyde,Child & Adolescent Psychiatry,2850,1657,31.31868131868132,18.208791208791208,58.14035087719298
2016-04-01,Q2,Greater Glasgow & Clyde,Clinical Oncology,7091,5322,77.92307692307692,58.48351648351648,75.05288393738542
2016-07-01,Q3,Greater Glasgow & Clyde,Clinical Oncology,7186,5636,78.1086956521739,61.26086956521739,78.43028110214306
2016-10-01,Q4,Greater Glasgow & Clyde,Clinical Oncology,7155,5050,77.77173913043478,54.891304347826086,70.5800139762404
2017-01-01,Q1,Greater Glasgow & Clyde,Clinical Oncology,7100,5010,78.88888888888889,55.666666666666664,70.56338028169013
2017-04-01,Q2,Greater Glasgow & Clyde,Clinical Oncology,7221,5401,79.35164835164835,59.35164835164835,74.79573466278909
2017-07-01,Q3,Greater Glasgow & Clyde,Clinical Oncology,6979,4717,75.8586956521739,51.27173913043478,67.58847972488896
2017-10-01,Q4,Greater Glasgow & Clyde,Clinical Oncology,7098,4720,77.15217391304348,51.30434782608695,66.4976049591434
2018-01-01,Q1,Greater Glasgow & Clyde,Clinical Oncology,6743,4921,74.92222222222222,54.67777777777778,72.979386029957
2018-04-01,Q2,Greater Glasgow & Clyde,Clinical Oncology,6760,4270,74.28571428571429,46.92307692307692,63.165680473372774
2018-07-01,Q3,Greater Glasgow & Clyde,Clinical Oncology,6182,4595,67.19565217391305,49.94565217391305,74.32869621481721
2018-10-01,Q4,Greater Glasgow & Clyde,Clinical Oncology,5918,4209,64.32608695652173,45.75,71.12200067590403
2019-01-01,Q1,Greater Glasgow & Clyde,Clinical Oncology,5982,4710,66.46666666666667,52.333333333333336,78.73620862587764
2019-04-01,Q2,Greater Glasgow & Clyde,Clinical Oncology,5925,4438,65.10989010989012,48.76923076923077,74.90295358649787
2019-07-01,Q3,Greater Glasgow & Clyde,Clinical Oncology,6042,4825,65.67391304347827,52.44565217391305,79.85766302548825
2019-10-01,Q4,Greater Glasgow & Clyde,Clinical Oncology,5758,4245,62.58695652173913,46.141304347826086,73.72351510941299
2020-01-01,Q1,Greater Glasgow & Clyde,Clinical Oncology,5675,4038,62.362637362637365,44.37362637362637,71.15418502202643
2020-04-01,Q2,Greater Glasgow & Clyde,Clinical Oncology,4996,2555,54.9010989010989,28.076923076923077,51.140912730184155
2020-07-01,Q3,Greater Glasgow & Clyde,Clinical Oncology,5196,3437,56.47826086956522,37.358695652173914,66.1470361816782
2020-10-01,Q4,Greater Glasgow & Clyde,Clinical Oncology,5791,3529,62.94565217391305,38.358695652173914,60.939388706613705
2021-01-01,Q1,Greater Glasgow & Clyde,Clinical Oncology,5681,3558,63.12222222222222,39.53333333333333,62.62981869389191
2021-04-01,Q2,Greater Glasgow & Clyde,Clinical Oncology,5462,3400,60.02197802197802,37.362637362637365,62.24826071036251
2016-04-01,Q2,Greater Glasgow & Clyde,Clinical Radiology,6,6,0.06593406593406594,0.06593406593406594,100
2016-07-01,Q3,Greater Glasgow & Clyde,Clinical Radiology,1,1,0.0108695652173913,0.0108695652173913,100
2016-10-01,Q4,Greater Glasgow & Clyde,Clinical Radiology,5,5,0.05434782608695652,0.05434782608695652,100
2017-01-01,Q1,Greater Glasgow & Clyde,Clinical Radiology,6,6,0.06666666666666667,0.06666666666666667,100
2017-04-01,Q2,Greater Glasgow & Clyde,Clinical Radiology,8,8,0.08791208791208792,0.08791208791208792,100
2017-07-01,Q3,Greater Glasgow & Clyde,Clinical Radiology,17,17,0.18478260869565216,0.18478260869565216,100
2017-10-01,Q4,Greater Glasgow & Clyde,Clinical Radiology,6,6,0.06521739130434782,0.06521739130434782,100
2018-01-01,Q1,Greater Glasgow & Clyde,Clinical Radiology,8,8,0.08888888888888889,0.08888888888888889,100
2018-04-01,Q2,Greater Glasgow & Clyde,Clinical Radiology,12,12,0.13186813186813187,0.13186813186813187,100
2018-07-01,Q3,Greater Glasgow & Clyde,Clinical Radiology,7,7,0.07608695652173914,0.07608695652173914,100
2018-10-01,Q4,Greater Glasgow & Clyde,Clinical Radiology,9,9,0.09782608695652174,0.09782608695652174,100
2019-01-01,Q1,Greater Glasgow & Clyde,Clinical Radiology,6,6,0.06666666666666667,0.06666666666666667,100
2019-04-01,Q2,Greater Glasgow & Clyde,Clinical Radiology,13,13,0.14285714285714285,0.14285714285714285,100
2019-07-01,Q3,Greater Glasgow & Clyde,Clinical Radiology,6,6,0.06521739130434782,0.06521739130434782,100
2019-10-01,Q4,Greater Glasgow & Clyde,Clinical Radiology,6,6,0.06521739130434782,0.06521739130434782,100
2020-01-01,Q1,Greater Glasgow & Clyde,Clinical Radiology,12,12,0.13186813186813187,0.13186813186813187,100
2020-10-01,Q4,Greater Glasgow & Clyde,Clinical Radiology,1,1,0.0108695652173913,0.0108695652173913,100
2021-01-01,Q1,Greater Glasgow & Clyde,Clinical Radiology,14,14,0.15555555555555556,0.15555555555555556,100
2021-04-01,Q2,Greater Glasgow & Clyde,Clinical Radiology,18,18,0.1978021978021978,0.1978021978021978,100
2016-04-01,Q2,Greater Glasgow & Clyde,Community Dental Practice,1,1,0.01098901098901099,0.01098901098901099,100
2016-07-01,Q3,Greater Glasgow & Clyde,Community Dental Practice,2,2,0.0217391304347826,0.0217391304347826,100
2017-04-01,Q2,Greater Glasgow & Clyde,Community Dental Practice,1,1,0.01098901098901099,0.01098901098901099,100
2017-07-01,Q3,Greater Glasgow & Clyde,Community Dental Practice,1,1,0.0108695652173913,0.0108695652173913,100
2017-10-01,Q4,Greater Glasgow & Clyde,Community Dental Practice,1,1,0.0108695652173913,0.0108695652173913,100
2018-01-01,Q1,Greater Glasgow & Clyde,Community Dental Practice,6,6,0.06666666666666667,0.06666666666666667,100
2018-04-01,Q2,Greater Glasgow & Clyde,Community Dental Practice,3,3,0.03296703296703297,0.03296703296703297,100
2018-07-01,Q3,Greater Glasgow & Clyde,Community Dental Practice,3,3,0.03260869565217391,0.03260869565217391,100
2018-10-01,Q4,Greater Glasgow & Clyde,Community Dental Practice,1,1,0.0108695652173913,0.0108695652173913,100
2019-01-01,Q1,Greater Glasgow & Clyde,Community Dental Practice,1,1,0.01111111111111111,0.01111111111111111,100
2019-04-01,Q2,Greater Glasgow & Clyde,Community Dental Practice,3,3,0.03296703296703297,0.03296703296703297,100
2019-07-01,Q3,Greater Glasgow & Clyde,Community Dental Practice,2,2,0.0217391304347826,0.0217391304347826,100
2019-10-01,Q4,Greater Glasgow & Clyde,Community Dental Practice,1,1,0.0108695652173913,0.0108695652173913,100
2020-01-01,Q1,Greater Glasgow & Clyde,Community Dental Practice,2,2,0.02197802197802198,0.02197802197802198,100
2020-10-01,Q4,Greater Glasgow & Clyde,Community Dental Practice,2,2,0.0217391304347826,0.0217391304347826,100
2021-01-01,Q1,Greater Glasgow & Clyde,Community Dental Practice,1,1,0.01111111111111111,0.01111111111111111,100
2021-04-01,Q2,Greater Glasgow & Clyde,Community Dental Practice,4,4,0.04395604395604396,0.04395604395604396,100
2016-04-01,Q2,Greater Glasgow & Clyde,Dental Grouping,49,49,0.5384615384615384,0.5384615384615384,100
2016-07-01,Q3,Greater Glasgow & Clyde,Dental Grouping,42,42,0.4565217391304347,0.4565217391304347,100
2016-10-01,Q4,Greater Glasgow & Clyde,Dental Grouping,37,37,0.4021739130434782,0.4021739130434782,100
2017-01-01,Q1,Greater Glasgow & Clyde,Dental Grouping,30,30,0.3333333333333333,0.3333333333333333,100
2017-04-01,Q2,Greater Glasgow & Clyde,Dental Grouping,28,28,0.3076923076923077,0.3076923076923077,100
2017-07-01,Q3,Greater Glasgow & Clyde,Dental Grouping,28,28,0.30434782608695654,0.30434782608695654,100
2017-10-01,Q4,Greater Glasgow & Clyde,Dental Grouping,16,16,0.17391304347826086,0.17391304347826086,100
2018-01-01,Q1,Greater Glasgow & Clyde,Dental Grouping,33,33,0.36666666666666664,0.36666666666666664,100
2018-04-01,Q2,Greater Glasgow & Clyde,Dental Grouping,16,16,0.17582417582417584,0.17582417582417584,100
2018-07-01,Q3,Greater Glasgow & Clyde,Dental Grouping,22,22,0.2391304347826087,0.2391304347826087,100
2018-10-01,Q4,Greater Glasgow & Clyde,Dental Grouping,16,16,0.17391304347826086,0.17391304347826086,100
2019-01-01,Q1,Greater Glasgow & Clyde,Dental Grouping,12,12,0.13333333333333333,0.13333333333333333,100
2019-04-01,Q2,Greater Glasgow & Clyde,Dental Grouping,15,15,0.16483516483516483,0.16483516483516483,100
2019-07-01,Q3,Greater Glasgow & Clyde,Dental Grouping,23,23,0.25,0.25,100
2019-10-01,Q4,Greater Glasgow & Clyde,Dental Grouping,32,32,0.34782608695652173,0.34782608695652173,100
2020-01-01,Q1,Greater Glasgow & Clyde,Dental Grouping,11,11,0.12087912087912088,0.12087912087912088,100
2020-04-01,Q2,Greater Glasgow & Clyde,Dental Grouping,1,1,0.01098901098901099,0.01098901098901099,100
2020-07-01,Q3,Greater Glasgow & Clyde,Dental Grouping,2,2,0.0217391304347826,0.0217391304347826,100
2020-10-01,Q4,Greater Glasgow & Clyde,Dental Grouping,6,6,0.06521739130434782,0.06521739130434782,100
2021-01-01,Q1,Greater Glasgow & Clyde,Dental Grouping,1,1,0.01111111111111111,0.01111111111111111,100
2021-04-01,Q2,Greater Glasgow & Clyde,Dental Grouping,6,6,0.06593406593406594,0.06593406593406594,100
2016-04-01,Q2,Greater Glasgow & Clyde,Dermatology,867,809,9.527472527472527,8.89010989010989,93.31026528258364
2016-07-01,Q3,Greater Glasgow & Clyde,Dermatology,827,781,8.98913043478261,8.48913043478261,94.43772672309552
2016-10-01,Q4,Greater Glasgow & Clyde,Dermatology,965,910,10.48913043478261,9.891304347826088,94.30051813471503
2017-01-01,Q1,Greater Glasgow & Clyde,Dermatology,488,454,5.4222222222222225,5.044444444444444,93.0327868852459
2017-04-01,Q2,Greater Glasgow & Clyde,Dermatology,669,623,7.351648351648351,6.846153846153846,93.12406576980568
2017-07-01,Q3,Greater Glasgow & Clyde,Dermatology,606,536,6.586956521739131,5.826086956521739,88.44884488448844
2017-10-01,Q4,Greater Glasgow & Clyde,Dermatology,508,463,5.521739130434782,5.032608695652174,91.14173228346458
2018-01-01,Q1,Greater Glasgow & Clyde,Dermatology,475,429,5.277777777777778,4.766666666666667,90.31578947368422
2018-04-01,Q2,Greater Glasgow & Clyde,Dermatology,439,341,4.824175824175824,3.7472527472527473,77.67653758542141
2018-07-01,Q3,Greater Glasgow & Clyde,Dermatology,415,359,4.510869565217392,3.902173913043478,86.50602409638553
2018-10-01,Q4,Greater Glasgow & Clyde,Dermatology,363,311,3.945652173913043,3.380434782608696,85.67493112947659
2019-01-01,Q1,Greater Glasgow & Clyde,Dermatology,408,377,4.533333333333333,4.188888888888889,92.40196078431372
