Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeds,AllStaffedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2019Q3,,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,3312,,2818,,36,,30.630434782608695,,85.08454106280193,
2019Q4,,S08000031,,C313H,, ,z,Learning Disability Grouping,d,29,,29,,0.31521739130434784,,0.31521739130434784,,100,
2019Q4,,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,3341,,2834,,36.31521739130435,,30.804347826086957,,84.8249027237354,
2020Q1,,S08000031,,C313H,, ,z,Learning Disability Grouping,d,43,,43,,0.4725274725274725,,0.4725274725274725,,100,
2020Q1,,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,3341,,3001,,36.714285714285715,,32.97802197802198,,89.82340616581862,
2020Q2,,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,2916,,2648,,32.043956043956044,,29.0989010989011,,90.80932784636488,
2020Q3,,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,3314,,2860,,36.02173913043478,,31.08695652173913,,86.30054315027157,
2020Q4,,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,3290,,2871,,35.76086956521739,,31.206521739130434,,87.2644376899696,
2021Q1,,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,2911,,2566,,32.34444444444444,,28.511111111111113,,88.14840261078668,
2021Q2,p,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,3116,,2681,,34.24175824175824,,29.46153846153846,,86.03979460847239,
2016Q2,,S08000031,,C206H,, ,z,Medical Grouping,d,7240,,6130,,79.56043956043956,,67.36263736263736,,84.66850828729281,
2016Q2,,S08000031,,C313H,, ,z,Medical Grouping,d,20438,,17676,,224.5934065934066,,194.24175824175825,,86.48595753009101,
2016Q2,,S08000031,,C418H,, ,z,Medical Grouping,d,34813,,30537,,382.56043956043953,,335.57142857142856,,87.71723206848017,
2016Q2,,S08000031,,G107H,, ,z,Medical Grouping,d,55260,,49072,,607.2527472527472,,539.2527472527472,,88.80202678248281,
2016Q2,,S08000031,,G207H,, ,z,Medical Grouping,d,4371,,4130,,48.03296703296704,,45.38461538461539,,94.4863875543354,
2016Q2,,S08000031,,G306H,, ,z,Medical Grouping,d,4741,,4637,,52.0989010989011,,50.95604395604395,,97.80636996414258,
2016Q2,,S08000031,,G405H,, ,z,Medical Grouping,d,95020,,89397,,1044.175824175824,,982.3846153846154,,94.08229846348138,
2016Q2,,S08000031,,G516H,, ,z,Medical Grouping,d,33309,,27972,,366.032967032967,,307.38461538461536,,83.977303431505,
2016Q2,,S08000031,,S08000031,d, ,z,Medical Grouping,d,266736,,239567,,2931.164835164835,,2632.604395604395,,89.81427328894486,
2016Q3,,S08000031,,C206H,, ,z,Medical Grouping,d,7349,,5606,,79.8804347826087,,60.93478260869565,,76.28248741325349,
2016Q3,,S08000031,,C313H,, ,z,Medical Grouping,d,20085,,17687,,218.31521739130432,,192.25,,88.06074184714961,
2016Q3,,S08000031,,C418H,, ,z,Medical Grouping,d,34186,,30113,,371.5869565217391,,327.3152173913044,,88.08576610308315,
2016Q3,,S08000031,,G107H,, ,z,Medical Grouping,d,55271,,49110,,600.7717391304348,,533.804347826087,,88.85310560691865,
2016Q3,,S08000031,,G207H,, ,z,Medical Grouping,d,4407,,4130,,47.90217391304348,,44.891304347826086,,93.71454504197868,
2016Q3,,S08000031,,G306H,, ,z,Medical Grouping,d,4447,,4366,,48.33695652173913,,47.45652173913044,,98.17854733528222,
2016Q3,,S08000031,,G405H,, ,z,Medical Grouping,d,94119,,87723,,1023.032608695652,,953.5108695652174,,93.204347687502,
2016Q3,,S08000031,,G516H,, ,z,Medical Grouping,d,33318,,28256,,362.1521739130435,,307.1304347826087,,84.80701122516356,
2016Q3,,S08000031,,S08000031,d, ,z,Medical Grouping,d,264728,,236538,,2877.478260869565,,2571.0652173913045,,89.35133419963132,
2016Q4,,S08000031,,C206H,, ,z,Medical Grouping,d,7336,,6112,,79.73913043478261,,66.43478260869566,,83.31515812431843,
2016Q4,,S08000031,,C313H,, ,z,Medical Grouping,d,20067,,17859,,218.1195652173913,,194.1195652173913,,88.99686051726715,
2016Q4,,S08000031,,C418H,, ,z,Medical Grouping,d,33346,,29403,,362.4565217391304,,319.5978260869565,,88.17549331254124,
2016Q4,,S08000031,,G107H,, ,z,Medical Grouping,d,55432,,49884,,602.5217391304348,,542.2173913043479,,89.9913407418098,
2016Q4,,S08000031,,G207H,, ,z,Medical Grouping,d,4416,,3850,,48,,41.84782608695652,,87.18297101449276,
2016Q4,,S08000031,,G306H,, ,z,Medical Grouping,d,4429,,4306,,48.141304347826086,,46.80434782608695,,97.2228494016708,
2016Q4,,S08000031,,G405H,, ,z,Medical Grouping,d,93815,,88810,,1019.7282608695652,,965.3260869565216,,94.6650322443106,
2016Q4,,S08000031,,G516H,, ,z,Medical Grouping,d,32994,,27009,,358.6304347826087,,293.57608695652175,,81.86033824331696,
2016Q4,,S08000031,,S08000031,d, ,z,Medical Grouping,d,263247,,236129,,2861.3804347826085,,2566.6195652173915,,89.69864803777442,
2017Q1,,S08000031,,C206H,, ,z,Medical Grouping,d,7298,,6474,,81.08888888888889,,71.93333333333334,,88.70923540696081,
2017Q1,,S08000031,,C313H,, ,z,Medical Grouping,d,20644,,18334,,229.37777777777777,,203.7111111111111,,88.8103080798295,
2017Q1,,S08000031,,C418H,, ,z,Medical Grouping,d,33993,,31134,,377.7,,345.93333333333334,,91.58944488571176,
2017Q1,,S08000031,,G107H,, ,z,Medical Grouping,d,53664,,49141,,596.2666666666667,,546.0111111111111,,91.57163088849136,
2017Q1,,S08000031,,G207H,, ,z,Medical Grouping,d,4318,,4057,,47.977777777777774,,45.077777777777776,,93.95553496989348,
2017Q1,,S08000031,,G306H,, ,z,Medical Grouping,d,4672,,4572,,51.91111111111111,,50.8,,97.85958904109587,
2017Q1,,S08000031,,G405H,, ,z,Medical Grouping,d,93378,,89678,,1037.5333333333333,,996.4222222222222,,96.03761057208337,
2017Q1,,S08000031,,G516H,, ,z,Medical Grouping,d,35020,,26106,,389.1111111111111,,290.06666666666666,,74.54597372929754,
2017Q1,,S08000031,,S08000031,d, ,z,Medical Grouping,d,264653,,239475,,2940.588888888889,,2660.8333333333335,,90.48641050734358,
2017Q2,,S08000031,,C206H,, ,z,Medical Grouping,d,7632,,5283,,83.86813186813187,,58.05494505494506,,69.22169811320755,
2017Q2,,S08000031,,C313H,, ,z,Medical Grouping,d,19126,,16265,,210.17582417582415,,178.73626373626374,,85.04130502980236,
2017Q2,,S08000031,,C418H,, ,z,Medical Grouping,d,32118,,29840,,352.94505494505495,,327.9120879120879,,92.90740394794196,
2017Q2,,S08000031,,G107H,, ,z,Medical Grouping,d,50545,,47516,,555.4395604395604,,522.1538461538462,,94.00732020971412,
2017Q2,,S08000031,,G207H,, ,z,Medical Grouping,d,4336,,3959,,47.64835164835165,,43.505494505494504,,91.30535055350552,
2017Q2,,S08000031,,G306H,, ,z,Medical Grouping,d,4621,,4544,,50.78021978021978,,49.934065934065934,,98.33369400562648,
2017Q2,,S08000031,,G405H,, ,z,Medical Grouping,d,92081,,85828,,1011.8791208791208,,943.1648351648352,,93.20923969114148,
2017Q2,,S08000031,,G516H,, ,z,Medical Grouping,d,33624,,27358,,369.4945054945055,,300.6373626373626,,81.36450154651439,
2017Q2,,S08000031,,S08000031,d, ,z,Medical Grouping,d,255637,,230965,,2809.197802197802,,2538.076923076923,,90.34881492115773,
2017Q3,,S08000031,,C206H,, ,z,Medical Grouping,d,7339,,5240,,79.77173913043478,,56.95652173913044,,71.39937321160922,
2017Q3,,S08000031,,C313H,, ,z,Medical Grouping,d,19134,,15555,,207.9782608695652,,169.07608695652175,,81.29507682659141,
2017Q3,,S08000031,,C418H,, ,z,Medical Grouping,d,32101,,29847,,348.92391304347825,,324.42391304347825,,92.97841188748014,
2017Q3,,S08000031,,G107H,, ,z,Medical Grouping,d,50051,,46065,,544.0326086956521,,500.7065217391304,,92.03612315438254,
2017Q3,,S08000031,,G207H,, ,z,Medical Grouping,d,4347,,3872,,47.25,,42.08695652173913,,89.07292385553257,
2017Q3,,S08000031,,G306H,, ,z,Medical Grouping,d,4448,,4353,,48.34782608695652,,47.31521739130435,,97.86420863309353,
2017Q3,,S08000031,,G405H,, ,z,Medical Grouping,d,91753,,84797,,997.3152173913044,,921.7065217391304,,92.41877649777118,
2017Q3,,S08000031,,G516H,, ,z,Medical Grouping,d,32393,,25823,,352.0978260869565,,280.6847826086956,,79.7178402741333,
2017Q3,,S08000031,,S08000031,d, ,z,Medical Grouping,d,253102,,225503,,2751.108695652174,,2451.1195652173915,,89.09570054760532,
2017Q4,,S08000031,,C206H,, ,z,Medical Grouping,d,7490,,5801,,81.41304347826087,,63.05434782608695,,77.44993324432576,
2017Q4,,S08000031,,C313H,, ,z,Medical Grouping,d,19505,,16391,,212.0108695652174,,178.16304347826087,,84.03486285567803,
2017Q4,,S08000031,,C418H,, ,z,Medical Grouping,d,32394,,30109,,352.10869565217394,,327.2717391304348,,92.9462246094956,
2017Q4,,S08000031,,G107H,, ,z,Medical Grouping,d,51817,,47798,,563.2282608695652,,519.5434782608696,,92.24385819325704,
2017Q4,,S08000031,,G207H,, ,z,Medical Grouping,d,3526,,3063,,38.32608695652174,,33.29347826086956,,86.86897334089619,
2017Q4,,S08000031,,G306H,, ,z,Medical Grouping,d,4525,,4371,,49.18478260869565,,47.51086956521739,,96.59668508287294,
2017Q4,,S08000031,,G405H,, ,z,Medical Grouping,d,92796,,86976,,1008.6521739130436,,945.391304347826,,93.72817793870426,
2017Q4,,S08000031,,G516H,, ,z,Medical Grouping,d,32097,,26622,,348.8804347826087,,289.3695652173913,,82.94233105897749,
2017Q4,,S08000031,,S08000031,d, ,z,Medical Grouping,d,255382,,231215,,2775.891304347826,,2513.2065217391305,,90.5369211612408,
2018Q1,,S08000031,,C206H,, ,z,Medical Grouping,d,7572,,6779,,84.13333333333334,,75.32222222222222,,89.52720549392498,
2018Q1,,S08000031,,C313H,, ,z,Medical Grouping,d,20346,,18244,,226.06666666666663,,202.7111111111111,,89.66873095448736,
2018Q1,,S08000031,,C418H,, ,z,Medical Grouping,d,32782,,31297,,364.24444444444447,,347.74444444444447,,95.47007504118112,
2018Q1,,S08000031,,G107H,, ,z,Medical Grouping,d,54420,,51787,,604.6666666666666,,575.4111111111112,,95.1617052554208,
2018Q1,,S08000031,,G207H,, ,z,Medical Grouping,d,4320,,4191,,48,,46.56666666666667,,97.0138888888889,
2018Q1,,S08000031,,G306H,, ,z,Medical Grouping,d,4729,,4675,,52.54444444444445,,51.94444444444444,,98.85810953689996,
2018Q1,,S08000031,,G405H,, ,z,Medical Grouping,d,91839,,87293,,1020.4333333333332,,969.9222222222222,,95.05003321029191,
2018Q1,,S08000031,,G516H,, ,z,Medical Grouping,d,34048,,29483,,378.31111111111113,,327.5888888888889,,86.59245770676691,
2018Q1,,S08000031,,S08000031,d, ,z,Medical Grouping,d,261435,,244540,,2904.8333333333335,,2717.1111111111113,,93.53759060569548,
2018Q2,,S08000031,,C206H,, ,z,Medical Grouping,d,7238,,5649,,79.53846153846153,,62.07692307692308,,78.04642166344294,
2018Q2,,S08000031,,C313H,, ,z,Medical Grouping,d,17762,,15403,,195.1868131868132,,169.26373626373626,,86.71883796869722,
2018Q2,,S08000031,,C418H,, ,z,Medical Grouping,d,32159,,30618,,353.3956043956044,,336.46153846153845,,95.20818433409,
2018Q2,,S08000031,,G107H,, ,z,Medical Grouping,d,50333,,47137,,553.1098901098901,,517.989010989011,,93.6502890747621,
2018Q2,,S08000031,,G207H,, ,z,Medical Grouping,d,4365,,3941,,47.96703296703296,,43.30769230769231,,90.28636884306988,
2018Q2,,S08000031,,G306H,, ,z,Medical Grouping,d,4544,,4433,,49.934065934065934,,48.714285714285715,,97.55721830985917,
2018Q2,,S08000031,,G405H,, ,z,Medical Grouping,d,89977,,83348,,988.7582417582418,,915.912087912088,,92.63256165464507,
2018Q2,,S08000031,,G516H,, ,z,Medical Grouping,d,31583,,26742,,347.0659340659341,,293.86813186813185,,84.67213374283634,
2018Q2,,S08000031,,S08000031,d, ,z,Medical Grouping,d,250647,,228793,,2754.3626373626375,,2514.2087912087914,,91.28096486293472,
2018Q3,,S08000031,,C206H,, ,z,Medical Grouping,d,7307,,5414,,79.42391304347827,,58.84782608695652,,74.0933351580676,
2018Q3,,S08000031,,C313H,, ,z,Medical Grouping,d,17860,,15764,,194.1304347826087,,171.34782608695653,,88.26427771556553,
2018Q3,,S08000031,,C418H,, ,z,Medical Grouping,d,31986,,30282,,347.67391304347825,,329.1521739130435,,94.6726692928156,
2018Q3,,S08000031,,G107H,, ,z,Medical Grouping,d,51242,,47575,,556.9782608695652,,517.1195652173913,,92.84376097732329,
2018Q3,,S08000031,,G207H,, ,z,Medical Grouping,d,4427,,4110,,48.119565217391305,,44.67391304347826,,92.8393946238988,
2018Q3,,S08000031,,G306H,, ,z,Medical Grouping,d,4426,,4304,,48.108695652173914,,46.78260869565217,,97.24356077722548,
2018Q3,,S08000031,,G405H,, ,z,Medical Grouping,d,91797,,83997,,997.7934782608696,,913.0108695652174,,91.50299029380044,
2018Q3,,S08000031,,G516H,, ,z,Medical Grouping,d,25264,,21856,,274.60869565217394,,237.56521739130432,,86.51044965167827,
2018Q3,,S08000031,,S08000031,d, ,z,Medical Grouping,d,244675,,222009,,2659.5108695652175,,2413.141304347826,,90.73628282415449,
2018Q4,,S08000031,,C206H,, ,z,Medical Grouping,d,7358,,5439,,79.97826086956522,,59.119565217391305,,73.91954335417232,
2018Q4,,S08000031,,C313H,, ,z,Medical Grouping,d,18968,,17367,,206.17391304347825,,188.7717391304348,,91.5594685786588,
2018Q4,,S08000031,,C418H,, ,z,Medical Grouping,d,31483,,29307,,342.20652173913044,,318.55434782608694,,93.08833338627196,
2018Q4,,S08000031,,G107H,, ,z,Medical Grouping,d,52538,,47892,,571.0652173913044,,520.5652173913044,,91.15687692717653,
2018Q4,,S08000031,,G207H,, ,z,Medical Grouping,d,4429,,4224,,48.141304347826086,,45.91304347826087,,95.37141566945134,
2018Q4,,S08000031,,G306H,, ,z,Medical Grouping,d,4625,,4542,,50.27173913043478,,49.369565217391305,,98.2054054054054,
2018Q4,,S08000031,,G405H,, ,z,Medical Grouping,d,90907,,83912,,988.1195652173913,,912.0869565217392,,92.30532302242952,
2018Q4,,S08000031,,G516H,, ,z,Medical Grouping,d,28234,,24335,,306.89130434782606,,264.5108695652174,,86.19040872706665,
2018Q4,,S08000031,,S08000031,d, ,z,Medical Grouping,d,250242,,227046,,2720.021739130435,,2467.891304347826,,90.73057280552425,
2019Q1,,S08000031,,C206H,, ,z,Medical Grouping,d,7254,,5874,,80.6,,65.26666666666667,,80.97601323407775,
2019Q1,,S08000031,,C313H,, ,z,Medical Grouping,d,19976,,18500,,221.95555555555555,,205.55555555555551,,92.61113336003204,
2019Q1,,S08000031,,C418H,, ,z,Medical Grouping,d,30489,,28962,,338.76666666666665,,321.8,,94.99163632785596,
2019Q1,,S08000031,,G107H,, ,z,Medical Grouping,d,53819,,50384,,597.9888888888889,,559.8222222222222,,93.6174956799643,
2019Q1,,S08000031,,G207H,, ,z,Medical Grouping,d,4333,,4177,,48.144444444444446,,46.41111111111111,,96.39972305561966,
2019Q1,,S08000031,,G306H,, ,z,Medical Grouping,d,4727,,4623,,52.522222222222226,,51.36666666666667,,97.79987306960015,
2019Q1,,S08000031,,G405H,, ,z,Medical Grouping,d,89683,,83372,,996.4777777777778,,926.3555555555556,,92.96299187136916,
2019Q1,,S08000031,,G516H,, ,z,Medical Grouping,d,30940,,28087,,343.77777777777777,,312.0777777777778,,90.77892695539754,
2019Q1,,S08000031,,S08000031,d, ,z,Medical Grouping,d,252785,,234389,,2808.722222222222,,2604.322222222222,,92.7226694621912,
2019Q2,,S08000031,,C206H,, ,z,Medical Grouping,d,7320,,5933,,80.43956043956044,,65.1978021978022,,81.05191256830602,
2019Q2,,S08000031,,C313H,, ,z,Medical Grouping,d,18962,,17703,,208.37362637362637,,194.53846153846155,,93.36040502056746,
2019Q2,,S08000031,,C418H,, ,z,Medical Grouping,d,31013,,29253,,340.8021978021978,,321.46153846153845,,94.32496050043532,
2019Q2,,S08000031,,G107H,, ,z,Medical Grouping,d,52096,,48740,,572.4835164835165,,535.6043956043956,,93.55804668304668,
2019Q2,,S08000031,,G207H,, ,z,Medical Grouping,d,4370,,4215,,48.02197802197802,,46.31868131868132,,96.45308924485128,
2019Q2,,S08000031,,G306H,, ,z,Medical Grouping,d,4750,,4442,,52.1978021978022,,48.81318681318681,,93.5157894736842,
2019Q2,,S08000031,,G405H,, ,z,Medical Grouping,d,89771,,83552,,986.4945054945056,,918.1538461538462,,93.07237303806352,
2019Q2,,S08000031,,G516H,, ,z,Medical Grouping,d,28054,,24990,,308.2857142857143,,274.61538461538464,,89.07820631638982,
2019Q2,,S08000031,,S08000031,d, ,z,Medical Grouping,d,248040,,228467,,2725.714285714286,,2510.6263736263736,,92.10893404289632,
2019Q3,,S08000031,,C206H,, ,z,Medical Grouping,d,6687,,5488,,72.68478260869566,,59.65217391304348,,82.06968745326752,
2019Q3,,S08000031,,C313H,, ,z,Medical Grouping,d,18513,,16885,,201.2282608695652,,183.5326086956522,,91.20617944147357,
2019Q3,,S08000031,,C418H,, ,z,Medical Grouping,d,30887,,29440,,335.7282608695652,,320,,95.3151811441707,
2019Q3,,S08000031,,G107H,, ,z,Medical Grouping,d,51579,,48495,,560.6413043478261,,527.1195652173913,,94.0208224277322,
2019Q3,,S08000031,,G207H,, ,z,Medical Grouping,d,4425,,4008,,48.09782608695652,,43.56521739130435,,90.57627118644068,
2019Q3,,S08000031,,G306H,, ,z,Medical Grouping,d,4546,,4459,,49.41304347826087,,48.46739130434783,,98.08622965244172,
2019Q3,,S08000031,,G405H,, ,z,Medical Grouping,d,90177,,83389,,980.1847826086956,,906.4021739130436,,92.4725817004336,
2019Q3,,S08000031,,G516H,, ,z,Medical Grouping,d,27078,,24135,,294.32608695652175,,262.3369565217391,,89.13139818302682,
2019Q3,,S08000031,,S08000031,d, ,z,Medical Grouping,d,247232,,225485,,2687.304347826087,,2450.9239130434785,,91.20380856847012,
2019Q4,,S08000031,,C206H,, ,z,Medical Grouping,d,7319,,6122,,79.55434782608695,,66.54347826086956,,83.64530673589287,
2019Q4,,S08000031,,C313H,, ,z,Medical Grouping,d,20231,,19111,,219.90217391304347,,207.7282608695652,,94.46394147595277,
2019Q4,,S08000031,,C418H,, ,z,Medical Grouping,d,32420,,31184,,352.39130434782606,,338.95652173913044,,96.18753855644664,
2019Q4,,S08000031,,G107H,, ,z,Medical Grouping,d,53133,,50512,,577.5326086956521,,549.0434782608696,,95.06709577851808,
2019Q4,,S08000031,,G207H,, ,z,Medical Grouping,d,4421,,4361,,48.05434782608695,,47.40217391304348,,98.64284098620222,
2019Q4,,S08000031,,G306H,, ,z,Medical Grouping,d,4917,,4850,,53.44565217391305,,52.71739130434783,,98.63738051657516,
2019Q4,,S08000031,,G405H,, ,z,Medical Grouping,d,91198,,84992,,991.282608695652,,923.8260869565216,,93.19502620671506,
2019Q4,,S08000031,,G516H,, ,z,Medical Grouping,d,29060,,26356,,315.8695652173913,,286.4782608695652,,90.69511355815553,
2019Q4,,S08000031,,S08000031,d, ,z,Medical Grouping,d,255961,,237096,,2782.1847826086955,,2577.1304347826085,,92.62973656142928,
2020Q1,,S08000031,,C206H,, ,z,Medical Grouping,d,7332,,6019,,80.57142857142857,,66.14285714285714,,82.09219858156028,
2020Q1,,S08000031,,C313H,, ,z,Medical Grouping,d,20154,,18710,,221.47252747252747,,205.6043956043956,,92.8351691971817,
2020Q1,,S08000031,,C418H,, ,z,Medical Grouping,d,32365,,29695,,355.65934065934067,,326.31868131868134,,91.75034759771358,
2020Q1,,S08000031,,G107H,, ,z,Medical Grouping,d,54216,,48137,,595.7802197802198,,528.978021978022,,88.78744282130737,
2020Q1,,S08000031,,G207H,, ,z,Medical Grouping,d,4367,,4315,,47.989010989010985,,47.417582417582416,,98.80925120219833,
2020Q1,,S08000031,,G306H,, ,z,Medical Grouping,d,4882,,4819,,53.64835164835165,,52.95604395604395,,98.70954526833265,
2020Q1,,S08000031,,G405H,, ,z,Medical Grouping,d,90348,,80142,,992.8351648351648,,880.6813186813187,,88.70367910745118,
2020Q1,,S08000031,,G516H,, ,z,Medical Grouping,d,31293,,28184,,343.8791208791209,,309.7142857142857,,90.0648707378647,
2020Q1,,S08000031,,S08000031,d, ,z,Medical Grouping,d,258324,,229878,,2838.725274725274,,2526.131868131868,,88.98824731732243,
2020Q2,,S08000031,,C206H,, ,z,Medical Grouping,d,8413,,4213,,92.45054945054945,,46.2967032967033,,50.07726138119577,
2020Q2,,S08000031,,C313H,, ,z,Medical Grouping,d,16707,,12601,,183.5934065934066,,138.47252747252747,,75.42347519004011,
2020Q2,,S08000031,,C418H,, ,z,Medical Grouping,d,29028,,22061,,318.989010989011,,242.42857142857144,,75.99903541408295,
2020Q2,,S08000031,,D102H,, ,z,Medical Grouping,d,60,,60,,0.6593406593406593,,0.6593406593406593,,100,
2020Q2,,S08000031,,G107H,, ,z,Medical Grouping,d,48701,,34606,,535.1758241758242,,380.2857142857143,,71.05808915628015,
2020Q2,,S08000031,,G207H,, ,z,Medical Grouping,d,4352,,4143,,47.824175824175825,,45.527472527472526,,95.19761029411764,
2020Q2,,S08000031,,G306H,, ,z,Medical Grouping,d,4419,,3567,,48.56043956043956,,39.1978021978022,,80.71961982348948,
2020Q2,,S08000031,,G405H,, ,z,Medical Grouping,d,87798,,62936,,964.8131868131868,,691.6043956043956,,71.68272625800131,
2020Q2,,S08000031,,G516H,, ,z,Medical Grouping,d,24587,,15108,,270.1868131868132,,166.021978021978,,61.44710619433034,
2020Q2,,S08000031,,S08000031,d, ,z,Medical Grouping,d,235936,,166590,,2592.703296703297,,1830.6593406593408,,70.6081310185813,
2020Q3,,S08000031,,C206H,, ,z,Medical Grouping,d,7283,,4727,,79.16304347826087,,51.380434782608695,,64.90457229163805,
2020Q3,,S08000031,,C313H,, ,z,Medical Grouping,d,16210,,14000,,176.19565217391303,,152.17391304347825,,86.36644046884639,
2020Q3,,S08000031,,C418H,, ,z,Medical Grouping,d,29779,,27016,,323.6847826086956,,293.6521739130435,,90.72164948453609,
2020Q3,,S08000031,,D102H,, ,z,Medical Grouping,d,109,,109,,1.184782608695652,,1.184782608695652,,100,
2020Q3,,S08000031,,G107H,, ,z,Medical Grouping,d,50738,,43926,,551.5,,477.4565217391304,,86.57416531987859,
2020Q3,,S08000031,,G207H,, ,z,Medical Grouping,d,4415,,4267,,47.98913043478261,,46.380434782608695,,96.64779161947904,
2020Q3,,S08000031,,G306H,, ,z,Medical Grouping,d,4408,,4181,,47.91304347826087,,45.44565217391305,,94.85027223230492,
2020Q3,,S08000031,,G405H,, ,z,Medical Grouping,d,90594,,79015,,984.717391304348,,858.8586956521739,,87.21880036205488,
2020Q3,,S08000031,,G516H,, ,z,Medical Grouping,d,23693,,19841,,257.5326086956522,,215.66304347826087,,83.74203351200777,
2020Q3,,S08000031,,S08000031,d, ,z,Medical Grouping,d,240068,,205415,,2609.4347826086955,,2232.771739130435,,85.56533982038424,
2020Q4,,S08000031,,C206H,, ,z,Medical Grouping,d,7079,,5380,,76.94565217391305,,58.47826086956522,,75.99943494843905,
2020Q4,,S08000031,,C313H,, ,z,Medical Grouping,d,17683,,16097,,192.20652173913044,,174.9673913043478,,91.03093366510208,
2020Q4,,S08000031,,C418H,, ,z,Medical Grouping,d,31822,,29330,,345.89130434782606,,318.80434782608694,,92.16893972723274,
2020Q4,,S08000031,,G107H,, ,z,Medical Grouping,d,57568,,49300,,625.7391304347826,,535.8695652173913,,85.6378543635353,
2020Q4,,S08000031,,G207H,, ,z,Medical Grouping,d,4423,,4227,,48.07608695652174,,45.94565217391305,,95.56861858467104,
2020Q4,,S08000031,,G306H,, ,z,Medical Grouping,d,4757,,4540,,51.70652173913044,,49.34782608695652,,95.438301450494,
2020Q4,,S08000031,,G405H,, ,z,Medical Grouping,d,90968,,79768,,988.782608695652,,867.0434782608696,,87.6879781901328,
2020Q4,,S08000031,,G516H,, ,z,Medical Grouping,d,24101,,19068,,261.9673913043478,,207.2608695652174,,79.1170490851002,
2020Q4,,S08000031,,S08000031,d, ,z,Medical Grouping,d,251721,,216403,,2736.0978260869565,,2352.2065217391305,,85.96938674167033,
2021Q1,,S08000031,,C206H,, ,z,Medical Grouping,d,7091,,6247,,78.78888888888889,,69.41111111111111,,88.09758849245523,
2021Q1,,S08000031,,C313H,, ,z,Medical Grouping,d,18456,,16134,,205.06666666666663,,179.26666666666668,,87.41872561768531,
2021Q1,,S08000031,,C418H,, ,z,Medical Grouping,d,32604,,29912,,362.26666666666665,,332.35555555555555,,91.74334437492332,
2021Q1,,S08000031,,G107H,, ,z,Medical Grouping,d,54849,,47752,,609.4333333333333,,530.5777777777778,,87.06083976006856,
2021Q1,,S08000031,,G207H,, ,z,Medical Grouping,d,4280,,4118,,47.55555555555556,,45.75555555555555,,96.21495327102802,
2021Q1,,S08000031,,G306H,, ,z,Medical Grouping,d,5129,,4993,,56.98888888888889,,55.477777777777774,,97.34841099629556,
2021Q1,,S08000031,,G405H,, ,z,Medical Grouping,d,91131,,79980,,1012.5666666666668,,888.6666666666666,,87.76376864074793,
2021Q1,,S08000031,,G516H,, ,z,Medical Grouping,d,24177,,20244,,268.6333333333333,,224.93333333333337,,83.7324730115399,
2021Q1,,S08000031,,S08000031,d, ,z,Medical Grouping,d,250321,,217894,,2781.3444444444444,,2421.0444444444443,,87.0458331502351,
2021Q2,p,S08000031,,C206H,, ,z,Medical Grouping,d,7256,,6209,,79.73626373626374,,68.23076923076923,,85.57056229327452,
2021Q2,p,S08000031,,C313H,, ,z,Medical Grouping,d,18744,,16895,,205.978021978022,,185.65934065934067,,90.13551002987624,
2021Q2,p,S08000031,,C418H,, ,z,Medical Grouping,d,31302,,29746,,343.97802197802196,,326.8791208791209,,95.02907162481632,
2021Q2,p,S08000031,,G107H,, ,z,Medical Grouping,d,52322,,46802,,574.967032967033,,514.3076923076923,,89.44994457398417,
2021Q2,p,S08000031,,G207H,, ,z,Medical Grouping,d,4370,,4318,,48.02197802197802,,47.45054945054945,,98.81006864988558,
2021Q2,p,S08000031,,G306H,, ,z,Medical Grouping,d,4357,,4202,,47.87912087912088,,46.175824175824175,,96.44250631168237,
2021Q2,p,S08000031,,G405H,, ,z,Medical Grouping,d,90415,,80399,,993.5714285714286,,883.5054945054945,,88.92219211414036,
2021Q2,p,S08000031,,G516H,, ,z,Medical Grouping,d,24808,,21221,,272.61538461538464,,233.1978021978022,,85.54095453079651,
2021Q2,p,S08000031,,S08000031,d, ,z,Medical Grouping,d,246828,,219320,,2712.395604395605,,2410.1098901098903,,88.85539728069749,
2016Q2,,S08000031,,G405H,,AD,,Medical Oncology,,8,,8,,0.08791208791208792,,0.08791208791208792,,100,
2016Q2,,S08000031,,G516H,,AD,,Medical Oncology,,2849,,1726,,31.307692307692307,,18.967032967032967,,60.58266058266059,
2016Q2,,S08000031,,S08000031,d,AD,,Medical Oncology,,3490,,2096,,38.35164835164835,,23.032967032967033,,60.05730659025789,
2016Q3,,S08000031,,G405H,,AD,,Medical Oncology,,23,,23,,0.25,,0.25,,100,
2016Q3,,S08000031,,G516H,,AD,,Medical Oncology,,2955,,2224,,32.119565217391305,,24.17391304347826,,75.26226734348562,
