_id,Month,Country,HBT,TreatmentLocation,DepartmentType,NumberOfAttendancesAggregate,NumberOfAttendancesEpisode,NumberOfAttendancesEpisodeQF,NumberMeetingTargetAggregate,NumberMeetingTargetEpisode,NumberMeetingTargetEpisodeQF,DischargeDestinationAdmissionToSame,DischargeDestinationAdmissionToSameQF,DischargeDestinationOtherSpecialty,DischargeDestinationOtherSpecialtyQF,DischargeDestinationResidence,DischargeDestinationResidenceQF,DischargeDestinationTransfer,DischargeDestinationTransferQF,DischargeDestinationUnknown,DischargeDestinationUnknownQF,AttendanceGreater8hrs,AttendanceGreater8hrsQF,AttendanceGreater12hrs,AttendanceGreater12hrsQF
8024,201408,S92000003,S08000022,H214H,Minor Injury Unit or Other,448,,z,448,,z,,z,,z,,z,,z,,z,,z,,z
8025,201408,S92000003,S08000022,H215H,Minor Injury Unit or Other,317,,z,317,,z,,z,,z,,z,,z,,z,,z,,z
8026,201408,S92000003,S08000022,H217H,Minor Injury Unit or Other,166,,z,166,,z,,z,,z,,z,,z,,z,,z,,z
8027,201408,S92000003,S08000022,H219H,Minor Injury Unit or Other,151,,z,151,,z,,z,,z,,z,,z,,z,,z,,z
8028,201408,S92000003,S08000022,H224H,Minor Injury Unit or Other,365,,z,354,,z,,z,,z,,z,,z,,z,,z,,z
8029,201408,S92000003,S08000022,H227B,Minor Injury Unit or Other,192,,z,192,,z,,z,,z,,z,,z,,z,,z,,z
8030,201408,S92000003,S08000022,H227H,Minor Injury Unit or Other,87,,z,86,,z,,z,,z,,z,,z,,z,,z,,z
8031,201408,S92000003,S08000032,L106H,Emergency Department,5653,5653,"",5116,5116,"",1578,"",5,"",3809,"",140,"",121,"",28,"",2,""
8032,201408,S92000003,S08000032,L206H,Minor Injury Unit or Other,75,,z,75,,z,,z,,z,,z,,z,,z,,z,,z
8033,201408,S92000003,S08000032,L207H,Minor Injury Unit or Other,125,,z,125,,z,,z,,z,,z,,z,,z,,z,,z
8034,201408,S92000003,S08000032,L302H,Emergency Department,5142,5142,"",4674,4674,"",1438,"",5,"",3562,"",124,"",13,"",56,"",14,""
8035,201408,S92000003,S08000032,L308H,Emergency Department,5427,5427,"",4823,4823,"",1257,"",9,"",3913,"",167,"",81,"",41,"",7,""
8036,201408,S92000003,S08000024,S108H,Minor Injury Unit or Other,169,,z,169,,z,,z,,z,,z,,z,,z,,z,,z
8037,201408,S92000003,S08000024,S116H,Minor Injury Unit or Other,3512,3512,"",3042,3042,"",1095,"",1,"",2390,"",26,"",0,"",71,"",14,""
8038,201408,S92000003,S08000024,S308H,Emergency Department,4492,4492,"",4270,4270,"",1055,"",3,"",3347,"",87,"",0,"",11,"",0,""
8039,201408,S92000003,S08000024,S314H,Emergency Department,10311,10311,"",9520,9520,"",2917,"",20,"",7098,"",276,"",0,"",116,"",3,""
8040,201408,S92000003,S08000024,S319H,Emergency Department,3275,3275,"",3235,3235,"",436,"",1,"",2837,"",1,"",0,"",0,"",0,""
8041,201408,S92000003,S08000025,R103H,Emergency Department,502,502,"",495,495,"",146,"",0,"",337,"",1,"",18,"",0,"",0,""
8042,201408,S92000003,S08000026,Z102H,Emergency Department,730,730,"",706,706,"",152,"",0,"",542,"",2,"",34,"",1,"",0,""
8043,201408,S92000003,S08000030,T101H,Emergency Department,3917,3917,"",3872,3872,"",903,"",9,"",2792,"",202,"",11,"",0,"",0,""
8044,201408,S92000003,S08000030,T202H,Emergency Department,2202,2202,"",2175,2175,"",343,"",0,"",1410,"",354,"",95,"",1,"",0,""
8045,201408,S92000003,S08000030,T205H,Minor Injury Unit or Other,46,46,"",46,46,"",0,"",0,"",42,"",4,"",0,"",0,"",0,""
8046,201408,S92000003,S08000030,T207H,Minor Injury Unit or Other,10,10,"",10,10,"",0,"",0,"",9,"",0,"",1,"",0,"",0,""
8047,201408,S92000003,S08000030,T209H,Minor Injury Unit or Other,276,276,"",275,275,"",0,"",0,"",246,"",28,"",2,"",0,"",0,""
8048,201408,S92000003,S08000030,T304H,Minor Injury Unit or Other,1262,1262,"",1260,1260,"",0,"",1,"",1126,"",133,"",2,"",0,"",0,""
8049,201408,S92000003,S08000030,T305H,Minor Injury Unit or Other,302,302,"",302,302,"",0,"",0,"",276,"",26,"",0,"",0,"",0,""
8050,201408,S92000003,S08000030,T316H,Minor Injury Unit or Other,163,163,"",163,163,"",0,"",0,"",135,"",14,"",14,"",0,"",0,""
8051,201408,S92000003,S08000030,T319H,Minor Injury Unit or Other,716,716,"",716,716,"",0,"",1,"",676,"",39,"",0,"",0,"",0,""
8052,201408,S92000003,S08000030,T320H,Minor Injury Unit or Other,254,254,"",253,253,"",1,"",0,"",228,"",21,"",4,"",0,"",0,""
8053,201408,S92000003,S08000030,T357C,Minor Injury Unit or Other,576,576,"",576,576,"",0,"",0,"",540,"",32,"",4,"",0,"",0,""
8054,201408,S92000003,S08000028,W106H,Minor Injury Unit or Other,50,,z,50,,z,,z,,z,,z,,z,,z,,z,,z
8055,201408,S92000003,S08000028,W107H,Emergency Department,603,603,"",590,590,"",117,"",1,"",473,"",5,"",7,"",0,"",0,""
8056,201408,S92000003,S08000028,W108H,Minor Injury Unit or Other,104,,z,104,,z,,z,,z,,z,,z,,z,,z,,z
8057,201409,S92000003,S08000015,A101H,Minor Injury Unit or Other,251,,z,251,,z,,z,,z,,z,,z,,z,,z,,z
8058,201409,S92000003,S08000015,A110H,Minor Injury Unit or Other,71,,z,71,,z,,z,,z,,z,,z,,z,,z,,z
8059,201409,S92000003,S08000015,A111H,Emergency Department,6333,6333,"",5971,5971,"",2465,"",5,"",3428,"",145,"",290,"",23,"",3,""
8060,201409,S92000003,S08000015,A210H,Emergency Department,3878,3878,"",3705,3705,"",1408,"",7,"",2311,"",82,"",70,"",2,"",1,""
8061,201409,S92000003,S08000015,A216H,Minor Injury Unit or Other,102,,z,102,,z,,z,,z,,z,,z,,z,,z,,z
8062,201409,S92000003,S08000016,B103H,Minor Injury Unit or Other,22,,z,22,,z,,z,,z,,z,,z,,z,,z,,z
8063,201409,S92000003,S08000016,B105H,Minor Injury Unit or Other,81,,z,81,,z,,z,,z,,z,,z,,z,,z,,z
8064,201409,S92000003,S08000016,B114H,Minor Injury Unit or Other,10,,z,10,,z,,z,,z,,z,,z,,z,,z,,z
8065,201409,S92000003,S08000016,B118H,Minor Injury Unit or Other,24,,z,24,,z,,z,,z,,z,,z,,z,,z,,z
8066,201409,S92000003,S08000016,B120H,Emergency Department,2413,2413,"",2292,2292,"",810,"",3,"",1472,"",111,"",17,"",3,"",0,""
8067,201409,S92000003,S08000017,Y101H,Minor Injury Unit or Other,39,,z,39,,z,,z,,z,,z,,z,,z,,z,,z
8068,201409,S92000003,S08000017,Y106H,Minor Injury Unit or Other,44,,z,44,,z,,z,,z,,z,,z,,z,,z,,z
8069,201409,S92000003,S08000017,Y109H,Minor Injury Unit or Other,6,,z,6,,z,,z,,z,,z,,z,,z,,z,,z
8070,201409,S92000003,S08000017,Y110H,Minor Injury Unit or Other,21,21,"",21,21,"",0,"",0,"",15,"",6,"",0,"",0,"",0,""
8071,201409,S92000003,S08000017,Y144H,Emergency Department,1043,1043,"",1020,1020,"",111,"",2,"",879,"",51,"",0,"",2,"",0,""
8072,201409,S92000003,S08000017,Y146H,Emergency Department,3042,3042,"",2938,2938,"",1049,"",3,"",1895,"",95,"",0,"",0,"",0,""
8073,201409,S92000003,S08000029,F704H,Emergency Department,5431,5431,"",5131,5131,"",1302,"",9,"",3791,"",178,"",151,"",15,"",1,""
8074,201409,S92000003,S08000029,F708H,Minor Injury Unit or Other,146,,z,146,,z,,z,,z,,z,,z,,z,,z,,z
8075,201409,S92000003,S08000029,F709H,Minor Injury Unit or Other,455,,z,455,,z,,z,,z,,z,,z,,z,,z,,z
8076,201409,S92000003,S08000029,F805H,Minor Injury Unit or Other,1775,1775,"",1773,1773,"",8,"",0,"",1593,"",162,"",12,"",0,"",0,""
8077,201409,S92000003,S08000019,V201H,Minor Injury Unit or Other,1405,1405,"",1405,1405,"",4,"",0,"",1189,"",70,"",142,"",0,"",0,""
8078,201409,S92000003,S08000019,V217H,Emergency Department,5518,5518,"",5017,5017,"",1160,"",13,"",3885,"",34,"",426,"",52,"",7,""
8079,201409,S92000003,S08000020,N101H,Emergency Department,5161,5161,"",4668,4668,"",1222,"",13,"",3347,"",39,"",540,"",41,"",0,""
8080,201409,S92000003,S08000020,N121H,Emergency Department,1603,1603,"",1571,1571,"",312,"",0,"",1289,"",0,"",2,"",0,"",0,""
8081,201409,S92000003,S08000020,N151H,Minor Injury Unit or Other,86,,z,86,,z,,z,,z,,z,,z,,z,,z,,z
8082,201409,S92000003,S08000020,N331H,Minor Injury Unit or Other,13,,z,13,,z,,z,,z,,z,,z,,z,,z,,z
8083,201409,S92000003,S08000020,N332H,Minor Injury Unit or Other,29,,z,29,,z,,z,,z,,z,,z,,z,,z,,z
8084,201409,S92000003,S08000020,N333H,Minor Injury Unit or Other,1355,,z,1353,,z,,z,,z,,z,,z,,z,,z,,z
8085,201409,S92000003,S08000020,N334H,Minor Injury Unit or Other,844,,z,843,,z,,z,,z,,z,,z,,z,,z,,z
8086,201409,S92000003,S08000020,N335H,Minor Injury Unit or Other,319,,z,317,,z,,z,,z,,z,,z,,z,,z,,z
8087,201409,S92000003,S08000020,N336H,Minor Injury Unit or Other,196,,z,196,,z,,z,,z,,z,,z,,z,,z,,z
8088,201409,S92000003,S08000020,N337H,Minor Injury Unit or Other,274,,z,272,,z,,z,,z,,z,,z,,z,,z,,z
8089,201409,S92000003,S08000020,N411H,Emergency Department,2105,2105,"",1964,1964,"",415,"",1,"",1674,"",15,"",0,"",11,"",0,""
8090,201409,S92000003,S08000020,N431H,Minor Injury Unit or Other,51,,z,51,,z,,z,,z,,z,,z,,z,,z,,z
8091,201409,S92000003,S08000020,N432H,Minor Injury Unit or Other,37,,z,37,,z,,z,,z,,z,,z,,z,,z,,z
8092,201409,S92000003,S08000020,N433H,Minor Injury Unit or Other,114,,z,114,,z,,z,,z,,z,,z,,z,,z,,z
8093,201409,S92000003,S08000020,N434H,Minor Injury Unit or Other,4,,z,4,,z,,z,,z,,z,,z,,z,,z,,z
8094,201409,S92000003,S08000020,N451H,Minor Injury Unit or Other,33,,z,33,,z,,z,,z,,z,,z,,z,,z,,z
8095,201409,S92000003,S08000020,N494H,Minor Injury Unit or Other,102,,z,102,,z,,z,,z,,z,,z,,z,,z,,z
8096,201409,S92000003,S08000020,N683C,Minor Injury Unit or Other,136,,z,136,,z,,z,,z,,z,,z,,z,,z,,z
8097,201409,S92000003,S08000031,C206H,Minor Injury Unit or Other,1409,1409,"",1374,1374,"",193,"",1,"",1126,"",78,"",11,"",2,"",0,""
8098,201409,S92000003,S08000031,C313H,Emergency Department,2854,2854,"",2551,2551,"",744,"",1,"",1871,"",36,"",202,"",11,"",0,""
8099,201409,S92000003,S08000031,C418H,Emergency Department,5957,5957,"",5327,5327,"",1905,"",12,"",3797,"",100,"",143,"",60,"",0,""
8100,201409,S92000003,S08000031,G107H,Emergency Department,7091,7091,"",6378,6378,"",2145,"",13,"",4525,"",126,"",282,"",21,"",0,""
8101,201409,S92000003,S08000031,G207H,Minor Injury Unit or Other,1537,1537,"",1537,1537,"",0,"",0,"",1432,"",94,"",11,"",0,"",0,""
8102,201409,S92000003,S08000031,G306H,Minor Injury Unit or Other,2213,2213,"",2213,2213,"",2,"",0,"",2062,"",146,"",3,"",0,"",0,""
8103,201409,S92000003,S08000031,G306H,Emergency Department,5025,5025,"",4533,4533,"",1487,"",9,"",3117,"",335,"",77,"",27,"",0,""
8104,201409,S92000003,S08000031,G405H,Emergency Department,4084,4084,"",3755,3755,"",1142,"",29,"",2676,"",156,"",81,"",6,"",1,""
8105,201409,S92000003,S08000031,G513H,Emergency Department,3972,3972,"",3913,3913,"",1066,"",0,"",2896,"",3,"",7,"",0,"",0,""
8106,201409,S92000003,S08000031,G516H,Emergency Department,5153,5153,"",4385,4385,"",1520,"",9,"",3318,"",135,"",171,"",75,"",16,""
8107,201409,S92000003,S08000022,C106H,Minor Injury Unit or Other,636,,z,621,,z,,z,,z,,z,,z,,z,,z,,z
8108,201409,S92000003,S08000022,C108H,Minor Injury Unit or Other,122,,z,120,,z,,z,,z,,z,,z,,z,,z,,z
8109,201409,S92000003,S08000022,C113H,Minor Injury Unit or Other,363,,z,355,,z,,z,,z,,z,,z,,z,,z,,z
8110,201409,S92000003,S08000022,C121H,Emergency Department,618,618,"",611,611,"",121,"",0,"",487,"",10,"",0,"",0,"",0,""
8111,201409,S92000003,S08000022,C122H,Minor Injury Unit or Other,421,,z,414,,z,,z,,z,,z,,z,,z,,z,,z
8112,201409,S92000003,S08000022,H101H,Minor Injury Unit or Other,216,,z,215,,z,,z,,z,,z,,z,,z,,z,,z
8113,201409,S92000003,S08000022,H103H,Emergency Department,545,545,"",525,525,"",133,"",1,"",408,"",3,"",0,"",2,"",0,""
8114,201409,S92000003,S08000022,H106H,Minor Injury Unit or Other,22,,z,22,,z,,z,,z,,z,,z,,z,,z,,z
8115,201409,S92000003,S08000022,H202H,Emergency Department,2834,2834,"",2701,2701,"",684,"",4,"",2129,"",17,"",0,"",3,"",1,""
8116,201409,S92000003,S08000022,H208H,Minor Injury Unit or Other,457,,z,456,,z,,z,,z,,z,,z,,z,,z,,z
8117,201409,S92000003,S08000022,H210H,Minor Injury Unit or Other,134,,z,134,,z,,z,,z,,z,,z,,z,,z,,z
8118,201409,S92000003,S08000022,H212H,Emergency Department,874,874,"",829,829,"",119,"",1,"",750,"",4,"",0,"",1,"",0,""
8119,201409,S92000003,S08000022,H214H,Minor Injury Unit or Other,389,,z,389,,z,,z,,z,,z,,z,,z,,z,,z
8120,201409,S92000003,S08000022,H215H,Minor Injury Unit or Other,252,,z,252,,z,,z,,z,,z,,z,,z,,z,,z
8121,201409,S92000003,S08000022,H217H,Minor Injury Unit or Other,198,,z,198,,z,,z,,z,,z,,z,,z,,z,,z
8122,201409,S92000003,S08000022,H219H,Minor Injury Unit or Other,179,,z,179,,z,,z,,z,,z,,z,,z,,z,,z
8123,201409,S92000003,S08000022,H224H,Minor Injury Unit or Other,327,,z,319,,z,,z,,z,,z,,z,,z,,z,,z
8124,201409,S92000003,S08000022,H227B,Minor Injury Unit or Other,151,,z,151,,z,,z,,z,,z,,z,,z,,z,,z
8125,201409,S92000003,S08000022,H227H,Minor Injury Unit or Other,74,,z,72,,z,,z,,z,,z,,z,,z,,z,,z
8126,201409,S92000003,S08000032,L106H,Emergency Department,5661,5661,"",5189,5189,"",1603,"",6,"",3833,"",131,"",88,"",30,"",8,""
8127,201409,S92000003,S08000032,L206H,Minor Injury Unit or Other,58,,z,58,,z,,z,,z,,z,,z,,z,,z,,z
8128,201409,S92000003,S08000032,L207H,Minor Injury Unit or Other,86,,z,86,,z,,z,,z,,z,,z,,z,,z,,z
8129,201409,S92000003,S08000032,L302H,Emergency Department,4945,4945,"",4351,4351,"",1348,"",3,"",3482,"",94,"",18,"",125,"",38,""
8130,201409,S92000003,S08000032,L308H,Emergency Department,5517,5517,"",4669,4669,"",1280,"",8,"",3959,"",144,"",126,"",151,"",49,""
8131,201409,S92000003,S08000024,S108H,Minor Injury Unit or Other,151,,z,151,,z,,z,,z,,z,,z,,z,,z,,z
8132,201409,S92000003,S08000024,S116H,Minor Injury Unit or Other,3634,3634,"",3235,3235,"",1080,"",0,"",2524,"",30,"",0,"",73,"",21,""
8133,201409,S92000003,S08000024,S308H,Emergency Department,4628,4628,"",4402,4402,"",1065,"",7,"",3473,"",83,"",0,"",17,"",1,""
8134,201409,S92000003,S08000024,S314H,Emergency Department,10095,10095,"",9406,9406,"",2858,"",20,"",7007,"",210,"",0,"",57,"",1,""
8135,201409,S92000003,S08000024,S319H,Emergency Department,3799,3799,"",3747,3747,"",494,"",0,"",3305,"",0,"",0,"",0,"",0,""
8136,201409,S92000003,S08000025,R103H,Emergency Department,439,439,"",436,436,"",118,"",0,"",309,"",1,"",11,"",0,"",0,""
8137,201409,S92000003,S08000026,Z102H,Emergency Department,675,675,"",647,647,"",179,"",1,"",465,"",2,"",28,"",2,"",0,""
8138,201409,S92000003,S08000030,T101H,Emergency Department,4078,4078,"",4028,4028,"",1037,"",4,"",2953,"",75,"",9,"",0,"",0,""
8139,201409,S92000003,S08000030,T202H,Emergency Department,2177,2177,"",2122,2122,"",352,"",0,"",1432,"",302,"",91,"",0,"",0,""
8140,201409,S92000003,S08000030,T205H,Minor Injury Unit or Other,34,34,"",34,34,"",0,"",0,"",27,"",7,"",0,"",0,"",0,""
8141,201409,S92000003,S08000030,T207H,Minor Injury Unit or Other,18,18,"",18,18,"",0,"",0,"",18,"",0,"",0,"",0,"",0,""
8142,201409,S92000003,S08000030,T209H,Minor Injury Unit or Other,252,252,"",252,252,"",0,"",0,"",232,"",20,"",0,"",0,"",0,""
8143,201409,S92000003,S08000030,T304H,Minor Injury Unit or Other,1110,1110,"",1109,1109,"",0,"",1,"",1000,"",103,"",6,"",0,"",0,""
8144,201409,S92000003,S08000030,T305H,Minor Injury Unit or Other,263,263,"",263,263,"",0,"",1,"",249,"",13,"",0,"",0,"",0,""
8145,201409,S92000003,S08000030,T316H,Minor Injury Unit or Other,163,163,"",163,163,"",0,"",0,"",134,"",21,"",8,"",0,"",0,""
8146,201409,S92000003,S08000030,T319H,Minor Injury Unit or Other,606,606,"",604,604,"",0,"",0,"",568,"",34,"",4,"",0,"",0,""
8147,201409,S92000003,S08000030,T320H,Minor Injury Unit or Other,256,256,"",256,256,"",0,"",0,"",233,"",20,"",3,"",0,"",0,""
8148,201409,S92000003,S08000030,T357C,Minor Injury Unit or Other,558,558,"",558,558,"",0,"",0,"",527,"",26,"",5,"",0,"",0,""
8149,201409,S92000003,S08000028,W106H,Minor Injury Unit or Other,35,,z,35,,z,,z,,z,,z,,z,,z,,z,,z
8150,201409,S92000003,S08000028,W107H,Emergency Department,532,532,"",523,523,"",93,"",1,"",428,"",2,"",8,"",0,"",0,""
8151,201409,S92000003,S08000028,W108H,Minor Injury Unit or Other,93,,z,93,,z,,z,,z,,z,,z,,z,,z,,z
8152,201410,S92000003,S08000015,A101H,Minor Injury Unit or Other,166,,z,166,,z,,z,,z,,z,,z,,z,,z,,z
8153,201410,S92000003,S08000015,A110H,Minor Injury Unit or Other,65,,z,65,,z,,z,,z,,z,,z,,z,,z,,z
8154,201410,S92000003,S08000015,A111H,Emergency Department,5888,5888,"",5225,5225,"",2390,"",5,"",3074,"",97,"",322,"",58,"",8,""
8155,201410,S92000003,S08000015,A210H,Emergency Department,3710,3710,"",3571,3571,"",1429,"",3,"",2067,"",116,"",95,"",2,"",0,""
8156,201410,S92000003,S08000015,A216H,Minor Injury Unit or Other,80,,z,80,,z,,z,,z,,z,,z,,z,,z,,z
8157,201410,S92000003,S08000016,B103H,Minor Injury Unit or Other,13,,z,13,,z,,z,,z,,z,,z,,z,,z,,z
8158,201410,S92000003,S08000016,B105H,Minor Injury Unit or Other,59,,z,59,,z,,z,,z,,z,,z,,z,,z,,z
8159,201410,S92000003,S08000016,B114H,Minor Injury Unit or Other,14,,z,14,,z,,z,,z,,z,,z,,z,,z,,z
8160,201410,S92000003,S08000016,B118H,Minor Injury Unit or Other,13,,z,13,,z,,z,,z,,z,,z,,z,,z,,z
8161,201410,S92000003,S08000016,B120H,Emergency Department,2167,2167,"",2093,2093,"",750,"",4,"",1265,"",131,"",17,"",2,"",0,""
8162,201410,S92000003,S08000017,Y101H,Minor Injury Unit or Other,27,,z,27,,z,,z,,z,,z,,z,,z,,z,,z
8163,201410,S92000003,S08000017,Y106H,Minor Injury Unit or Other,26,,z,26,,z,,z,,z,,z,,z,,z,,z,,z
8164,201410,S92000003,S08000017,Y109H,Minor Injury Unit or Other,8,,z,8,,z,,z,,z,,z,,z,,z,,z,,z
8165,201410,S92000003,S08000017,Y110H,Minor Injury Unit or Other,15,15,"",15,15,"",0,"",0,"",12,"",3,"",0,"",0,"",0,""
8166,201410,S92000003,S08000017,Y144H,Emergency Department,945,945,"",928,928,"",114,"",2,"",753,"",76,"",0,"",0,"",0,""
8167,201410,S92000003,S08000017,Y146H,Emergency Department,2821,2821,"",2680,2680,"",1103,"",10,"",1617,"",91,"",0,"",1,"",0,""
8168,201410,S92000003,S08000029,F704H,Emergency Department,5074,5074,"",4474,4474,"",1365,"",8,"",3432,"",120,"",149,"",68,"",4,""
8169,201410,S92000003,S08000029,F708H,Minor Injury Unit or Other,144,,z,144,,z,,z,,z,,z,,z,,z,,z,,z
8170,201410,S92000003,S08000029,F709H,Minor Injury Unit or Other,400,,z,400,,z,,z,,z,,z,,z,,z,,z,,z
8171,201410,S92000003,S08000029,F805H,Minor Injury Unit or Other,1528,1528,"",1528,1528,"",3,"",0,"",1347,"",171,"",7,"",0,"",0,""
8172,201410,S92000003,S08000019,V201H,Minor Injury Unit or Other,1158,1158,"",1158,1158,"",3,"",0,"",982,"",47,"",126,"",0,"",0,""
8173,201410,S92000003,S08000019,V217H,Emergency Department,5154,5154,"",4600,4600,"",1226,"",7,"",3511,"",36,"",374,"",67,"",13,""
8174,201410,S92000003,S08000020,N101H,Emergency Department,4774,4774,"",4206,4206,"",1209,"",9,"",3050,"",32,"",474,"",76,"",6,""
8175,201410,S92000003,S08000020,N121H,Emergency Department,1328,1328,"",1303,1303,"",304,"",0,"",1024,"",0,"",0,"",2,"",0,""
8176,201410,S92000003,S08000020,N151H,Minor Injury Unit or Other,74,,z,74,,z,,z,,z,,z,,z,,z,,z,,z
8177,201410,S92000003,S08000020,N331H,Minor Injury Unit or Other,14,,z,14,,z,,z,,z,,z,,z,,z,,z,,z
8178,201410,S92000003,S08000020,N332H,Minor Injury Unit or Other,23,,z,23,,z,,z,,z,,z,,z,,z,,z,,z
8179,201410,S92000003,S08000020,N333H,Minor Injury Unit or Other,1200,,z,1197,,z,,z,,z,,z,,z,,z,,z,,z
8180,201410,S92000003,S08000020,N334H,Minor Injury Unit or Other,665,,z,665,,z,,z,,z,,z,,z,,z,,z,,z
8181,201410,S92000003,S08000020,N335H,Minor Injury Unit or Other,265,,z,263,,z,,z,,z,,z,,z,,z,,z,,z
8182,201410,S92000003,S08000020,N336H,Minor Injury Unit or Other,209,,z,209,,z,,z,,z,,z,,z,,z,,z,,z
8183,201410,S92000003,S08000020,N337H,Minor Injury Unit or Other,273,,z,265,,z,,z,,z,,z,,z,,z,,z,,z
8184,201410,S92000003,S08000020,N411H,Emergency Department,1844,1844,"",1737,1737,"",365,"",1,"",1469,"",9,"",0,"",10,"",2,""
8185,201410,S92000003,S08000020,N431H,Minor Injury Unit or Other,51,,z,51,,z,,z,,z,,z,,z,,z,,z,,z
8186,201410,S92000003,S08000020,N432H,Minor Injury Unit or Other,42,,z,42,,z,,z,,z,,z,,z,,z,,z,,z
8187,201410,S92000003,S08000020,N433H,Minor Injury Unit or Other,81,,z,81,,z,,z,,z,,z,,z,,z,,z,,z
8188,201410,S92000003,S08000020,N451H,Minor Injury Unit or Other,40,,z,40,,z,,z,,z,,z,,z,,z,,z,,z
8189,201410,S92000003,S08000020,N494H,Minor Injury Unit or Other,93,,z,93,,z,,z,,z,,z,,z,,z,,z,,z
8190,201410,S92000003,S08000020,N683C,Minor Injury Unit or Other,96,,z,96,,z,,z,,z,,z,,z,,z,,z,,z
8191,201410,S92000003,S08000031,C206H,Minor Injury Unit or Other,1260,1260,"",1228,1228,"",223,"",2,"",960,"",72,"",3,"",1,"",1,""
8192,201410,S92000003,S08000031,C313H,Emergency Department,2648,2648,"",2452,2452,"",701,"",0,"",1780,"",48,"",119,"",7,"",0,""
8193,201410,S92000003,S08000031,C418H,Emergency Department,5666,5666,"",4994,4994,"",2010,"",10,"",3417,"",96,"",133,"",59,"",2,""
8194,201410,S92000003,S08000031,G107H,Emergency Department,7035,7035,"",6141,6141,"",2158,"",10,"",4405,"",129,"",333,"",21,"",0,""
8195,201410,S92000003,S08000031,G207H,Minor Injury Unit or Other,1346,1346,"",1346,1346,"",2,"",0,"",1240,"",94,"",10,"",0,"",0,""
8196,201410,S92000003,S08000031,G306H,Minor Injury Unit or Other,1889,1889,"",1889,1889,"",2,"",1,"",1778,"",106,"",2,"",0,"",0,""
8197,201410,S92000003,S08000031,G306H,Emergency Department,5063,5063,"",4338,4338,"",1579,"",12,"",3052,"",317,"",103,"",71,"",21,""
8198,201410,S92000003,S08000031,G405H,Emergency Department,3956,3956,"",3511,3511,"",1188,"",35,"",2498,"",188,"",47,"",36,"",3,""
8199,201410,S92000003,S08000031,G513H,Emergency Department,3670,3670,"",3622,3622,"",1027,"",4,"",2635,"",3,"",1,"",0,"",0,""
8200,201410,S92000003,S08000031,G516H,Emergency Department,4996,4996,"",3957,3957,"",1545,"",8,"",3126,"",170,"",147,"",124,"",0,""
8201,201410,S92000003,S08000022,C106H,Minor Injury Unit or Other,586,,z,583,,z,,z,,z,,z,,z,,z,,z,,z
8202,201410,S92000003,S08000022,C108H,Minor Injury Unit or Other,97,,z,97,,z,,z,,z,,z,,z,,z,,z,,z
8203,201410,S92000003,S08000022,C113H,Minor Injury Unit or Other,361,,z,343,,z,,z,,z,,z,,z,,z,,z,,z
8204,201410,S92000003,S08000022,C121H,Emergency Department,464,464,"",451,451,"",96,"",0,"",358,"",10,"",0,"",0,"",0,""
8205,201410,S92000003,S08000022,C122H,Minor Injury Unit or Other,426,,z,416,,z,,z,,z,,z,,z,,z,,z,,z
8206,201410,S92000003,S08000022,H101H,Minor Injury Unit or Other,191,,z,190,,z,,z,,z,,z,,z,,z,,z,,z
8207,201410,S92000003,S08000022,H103H,Emergency Department,522,522,"",507,507,"",141,"",0,"",380,"",1,"",0,"",0,"",0,""
8208,201410,S92000003,S08000022,H106H,Minor Injury Unit or Other,20,,z,20,,z,,z,,z,,z,,z,,z,,z,,z
8209,201410,S92000003,S08000022,H202H,Emergency Department,2547,2547,"",2400,2400,"",677,"",3,"",1855,"",12,"",0,"",5,"",0,""
8210,201410,S92000003,S08000022,H208H,Minor Injury Unit or Other,366,,z,366,,z,,z,,z,,z,,z,,z,,z,,z
8211,201410,S92000003,S08000022,H210H,Minor Injury Unit or Other,86,,z,86,,z,,z,,z,,z,,z,,z,,z,,z
8212,201410,S92000003,S08000022,H212H,Emergency Department,699,699,"",665,665,"",126,"",1,"",568,"",4,"",0,"",1,"",0,""
8213,201410,S92000003,S08000022,H214H,Minor Injury Unit or Other,345,,z,345,,z,,z,,z,,z,,z,,z,,z,,z
8214,201410,S92000003,S08000022,H215H,Minor Injury Unit or Other,200,,z,200,,z,,z,,z,,z,,z,,z,,z,,z
8215,201410,S92000003,S08000022,H217H,Minor Injury Unit or Other,142,,z,142,,z,,z,,z,,z,,z,,z,,z,,z
8216,201410,S92000003,S08000022,H219H,Minor Injury Unit or Other,161,,z,161,,z,,z,,z,,z,,z,,z,,z,,z
8217,201410,S92000003,S08000022,H224H,Minor Injury Unit or Other,307,,z,297,,z,,z,,z,,z,,z,,z,,z,,z
8218,201410,S92000003,S08000022,H227B,Minor Injury Unit or Other,169,,z,169,,z,,z,,z,,z,,z,,z,,z,,z
8219,201410,S92000003,S08000022,H227H,Minor Injury Unit or Other,62,,z,62,,z,,z,,z,,z,,z,,z,,z,,z
8220,201410,S92000003,S08000032,L106H,Emergency Department,5410,5410,"",4891,4891,"",1557,"",5,"",3648,"",120,"",80,"",44,"",4,""
8221,201410,S92000003,S08000032,L206H,Minor Injury Unit or Other,72,,z,72,,z,,z,,z,,z,,z,,z,,z,,z
8222,201410,S92000003,S08000032,L207H,Minor Injury Unit or Other,102,,z,102,,z,,z,,z,,z,,z,,z,,z,,z
